time,v(N001),v(N002),v(N003),v(N004),v(N005),@dled12_1[id]
0.00975,0.441735632,5.0,5.12527077,0.441734058,2.50000004,-1.3515245e-13
0.01025,0.46447011,5.0,5.14548045,0.464468721,2.50000004,-1.55404903e-13
0.01075,0.4870912,5.0,5.16556719,0.487089633,2.50000004,-1.75515941e-13
0.01125,0.509599466,5.0,5.18553217,0.509598084,2.50000004,-1.95495749e-13
0.01175,0.531995471,5.0,5.20537556,0.531993911,2.50000004,-2.15348709e-13
0.01225,0.554279775,5.0,5.22509875,0.554278401,2.50000004,-2.35078353e-13
0.01275,0.576452936,5.0,5.2447014,0.576451383,2.50000004,-2.54685526e-13
0.01325,0.598515508,5.0,5.26418505,0.59851414,2.50000004,-2.74172431e-13
0.01375,0.620468042,5.0,5.28354955,0.620466496,2.50000004,-2.93539352e-13
0.01425,0.642311087,5.0,5.30279616,0.642309726,2.50000004,-3.12787778e-13
0.01475,0.664045189,5.0,5.32192477,0.66404365,2.50000004,-3.31917798e-13
0.01525,0.685670891,5.0,5.34093661,0.685669537,2.50000004,-3.50930737e-13
0.01575,0.707188735,5.0,5.35983171,0.707187203,2.50000004,-3.6982672e-13
0.01625,0.728599258,5.0,5.37861139,0.72859791,2.50000004,-3.88607106e-13
0.01675,0.749902995,5.0,5.39727542,0.74990147,2.50000004,-4.0727171e-13
0.01725,0.771100479,5.0,5.41582518,0.771099138,2.50000004,-4.25821941e-13
0.01775,0.79219224,5.0,5.43426058,0.792190721,2.50000004,-4.44257735e-13
0.01825,0.813178805,5.0,5.45258307,0.813177471,2.50000004,-4.62580557e-13
0.01875,0.8340607,5.0,5.47079241,0.834059187,2.50000004,-4.80790182e-13
0.01925,0.854838445,5.0,5.48888978,0.854837117,2.50000004,-4.98887787e-13
0.01975,0.87551256,5.0,5.50687508,0.875511054,2.50000004,-5.16873296e-13
0.02025,0.896083563,5.0,5.52474969,0.896082241,2.50000004,-5.34748076e-13
0.02075,0.916551967,5.0,5.54251343,0.916550468,2.50000004,-5.52511976e-13
0.02125,0.936918284,5.0,5.56016757,0.936916969,2.50000004,-5.70166244e-13
0.02175,0.957183024,5.0,5.57771203,0.957181531,2.50000004,-5.87710826e-13
0.02225,0.977346692,5.0,5.59514817,0.977345383,2.50000003,-6.05147068e-13
0.02275,0.997409794,5.0,5.61247565,0.997408308,2.50000004,-6.22474636e-13
0.02325,1.01737283,5.0,5.62969574,1.01737153,2.50000003,-6.39694804e-13
0.02375,1.0372363,5.0,5.64680845,1.03723482,2.50000004,-6.56807593e-13
0.02425,1.0570007,5.0,5.66381502,1.0569994,2.50000003,-6.73814222e-13
0.02475,1.07666653,5.0,5.68071513,1.07666505,2.50000004,-6.90714396e-13
0.02525,1.09623427,5.0,5.69751014,1.09623298,2.50000003,-7.07509455e-13
0.02575,1.11570441,5.0,5.71419992,1.11570295,2.50000004,-7.24199281e-13
0.02625,1.13507745,5.0,5.73078573,1.13507617,2.50000003,-7.40785134e-13
0.02675,1.15435387,5.0,5.74726734,1.15435241,2.50000004,-7.57266781e-13
0.02725,1.17353414,5.0,5.76364611,1.17353286,2.50000003,-7.73645586e-13
0.02775,1.19261875,5.0,5.77992191,1.1926173,2.50000004,-7.89921423e-13
0.02825,1.21160818,5.0,5.79609582,1.2116069,2.50000003,-8.06095364e-13
0.02875,1.23050289,5.0,5.81216765,1.23050144,2.50000004,-8.22167212e-13
0.02925,1.24930337,5.0,5.82813866,1.2493021,2.50000003,-8.38138247e-13
0.02975,1.26801008,5.0,5.84400866,1.26800864,2.50000004,-8.5400827e-13
0.03025,1.28662349,5.0,5.85977901,1.28662223,2.50000003,-8.69778649e-13
0.03075,1.30514406,5.0,5.87544959,1.30514262,2.50000004,-8.85449242e-13
0.03125,1.32357227,5.0,5.89102142,1.32357101,2.50000003,-9.01021093e-13
0.03175,1.34190856,5.0,5.9064943,1.34190712,2.50000004,-9.16493987e-13
0.03225,1.3601534,5.0,5.92186965,1.36015214,2.50000003,-9.31869354e-13
0.03275,1.37830724,5.0,5.93714721,1.37830581,2.50000004,-9.47146929e-13
0.03325,1.39637054,5.0,5.95232808,1.39636929,2.50000003,-9.62327807e-13
0.03375,1.41434374,5.0,5.96741194,1.41434232,2.50000004,-9.7741168e-13
0.03425,1.43222731,5.0,5.98240014,1.43222607,2.50000003,-9.92399895e-13
0.03475,1.45002168,5.0,5.99729256,1.45002026,2.50000004,-1.00729232e-12
0.03525,1.4677273,5.0,6.01209039,1.46772607,2.50000003,-1.02209017e-12
