epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,628.693,0.86956,0.48411,1.0092,0.87323,0.79762,0.87799,0.59296,1.39147,0.74593,1.43865,4.13108e-05,4.13108e-05,4.13108e-05
88,668.046,0.85179,0.47714,1.00453,0.83646,0.83891,0.86838,0.58617,1.40064,0.74634,1.44698,3.85586e-05,3.85586e-05,3.85586e-05
89,707.412,0.85909,0.47938,1.01046,0.84747,0.82201,0.86558,0.58521,1.39287,0.74784,1.45087,3.58064e-05,3.58064e-05,3.58064e-05
90,746.695,0.84696,0.45936,1.00201,0.84887,0.82645,0.87336,0.59146,1.39238,0.74783,1.444,3.30542e-05,3.30542e-05,3.30542e-05
91,785.931,0.79789,0.427,1.00317,0.8649,0.80874,0.86433,0.58368,1.40547,0.74829,1.45614,3.0302e-05,3.0302e-05,3.0302e-05
92,824.98,0.80654,0.42581,1.00839,0.85469,0.81815,0.86494,0.58308,1.3998,0.75491,1.45433,2.75498e-05,2.75498e-05,2.75498e-05
93,863.793,0.78162,0.41536,0.99435,0.86736,0.82649,0.86937,0.58169,1.39854,0.74462,1.45704,2.47976e-05,2.47976e-05,2.47976e-05
94,902.692,0.78836,0.42042,0.9991,0.87093,0.81142,0.87121,0.58341,1.40042,0.74657,1.45747,2.20454e-05,2.20454e-05,2.20454e-05
95,941.505,0.77636,0.41912,0.99425,0.86502,0.81649,0.87185,0.58666,1.39736,0.74686,1.45386,1.92932e-05,1.92932e-05,1.92932e-05
96,980.415,0.77522,0.40781,0.9962,0.86853,0.82007,0.86221,0.58239,1.39599,0.74334,1.45738,1.6541e-05,1.6541e-05,1.6541e-05
97,1019.57,0.77304,0.4062,0.98847,0.84828,0.83271,0.87153,0.58367,1.39655,0.7441,1.45944,1.37888e-05,1.37888e-05,1.37888e-05
98,1058.68,0.773,0.41438,0.99498,0.8638,0.82286,0.86828,0.57923,1.40094,0.74901,1.46477,1.10366e-05,1.10366e-05,1.10366e-05
99,1097.67,0.77025,0.41071,0.99134,0.86315,0.82237,0.86712,0.57725,1.40181,0.74732,1.46825,8.2844e-06,8.2844e-06,8.2844e-06
100,1136.56,0.76543,0.40116,0.98436,0.87291,0.82055,0.86387,0.57957,1.40084,0.74523,1.46638,5.5322e-06,5.5322e-06,5.5322e-06
