 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         v(N008)         @dled12_1[id]   @dled12_2[id]  
 9.28000000e-03  9.28000000e-03  0.00000000e+00  9.00000000e+00  7.27838058e+00  7.27838058e+00  7.50665691e-01  1.51938921e-01  7.50665692e-01  1.51938921e-01  1.51626418e-02  1.51626418e-02 
 1.02800000e-02  1.02800000e-02  0.00000000e+00  9.00000000e+00  7.27838058e+00  7.27838058e+00  7.50665691e-01  1.51938922e-01  7.50665691e-01  1.51938921e-01  1.51626418e-02  1.51626418e-02 
 1.12800000e-02  1.12800000e-02  0.00000000e+00  9.00000000e+00  7.27838058e+00  7.27838058e+00  7.50665691e-01  1.51938922e-01  7.50665691e-01  1.51938922e-01  1.51626418e-02  1.51626418e-02 
 1.22800000e-02  1.22800000e-02  0.00000000e+00  9.00000000e+00  7.27838058e+00  7.27838058e+00  7.50665691e-01  1.51938922e-01  7.50665691e-01  1.51938922e-01  1.51626418e-02  1.51626418e-02 
 1.32800000e-02  1.32800000e-02  0.00000000e+00  9.00000000e+00  7.27838058e+00  7.27838058e+00  7.50665691e-01  1.51938923e-01  7.50665691e-01  1.51938922e-01  1.51626418e-02  1.51626418e-02 
 1.42800000e-02  1.42800000e-02  0.00000000e+00  9.00000000e+00  7.27838058e+00  7.27838058e+00  7.50665690e-01  1.51938924e-01  7.50665692e-01  1.51938921e-01  1.51626418e-02  1.51626418e-02 
 1.52800000e-02  1.52800000e-02  0.00000000e+00  9.00000000e+00  7.27838058e+00  7.27838058e+00  7.50665690e-01  1.51938926e-01  7.50665692e-01  1.51938919e-01  1.51626418e-02  1.51626418e-02 
 1.62800000e-02  1.62800000e-02  0.00000000e+00  9.00000000e+00  7.27838058e+00  7.27838058e+00  7.50665688e-01  1.51938930e-01  7.50665694e-01  1.51938915e-01  1.51626418e-02  1.51626418e-02 
 1.72800000e-02  1.72800000e-02  0.00000000e+00  9.00000000e+00  7.27838058e+00  7.27838058e+00  7.50665684e-01  1.51938939e-01  7.50665698e-01  1.51938906e-01  1.51626418e-02  1.51626419e-02 
 1.82800000e-02  1.82800000e-02  0.00000000e+00  9.00000000e+00  7.27838058e+00  7.27838058e+00  7.50665675e-01  1.51938959e-01  7.50665707e-01  1.51938886e-01  1.51626418e-02  1.51626419e-02 
 1.92800000e-02  1.92800000e-02  0.00000000e+00  9.00000000e+00  7.27838058e+00  7.27838058e+00  7.50665654e-01  1.51939004e-01  7.50665727e-01  1.51938842e-01  1.51626417e-02  1.51626420e-02 
 2.02800000e-02  2.02800000e-02  0.00000000e+00  9.00000000e+00  7.27838059e+00  7.27838058e+00  7.50665609e-01  1.51939104e-01  7.50665773e-01  1.51938741e-01  1.51626415e-02  1.51626422e-02 
 2.12800000e-02  2.12800000e-02  0.00000000e+00  9.00000000e+00  7.27838059e+00  7.27838057e+00  7.50665508e-01  1.51939330e-01  7.50665874e-01  1.51938515e-01  1.51626410e-02  1.51626427e-02 
 2.22800000e-02  2.22800000e-02  0.00000000e+00  9.00000000e+00  7.27838061e+00  7.27838056e+00  7.50665280e-01  1.51939836e-01  7.50666102e-01  1.51938009e-01  1.51626399e-02  1.51626437e-02 
 2.32800000e-02  2.32800000e-02  0.00000000e+00  9.00000000e+00  7.27838064e+00  7.27838052e+00  7.50664769e-01  1.51940971e-01  7.50666613e-01  1.51936875e-01  1.51626376e-02  1.51626461e-02 
 2.42800000e-02  2.42800000e-02  0.00000000e+00  9.00000000e+00  7.27838071e+00  7.27838045e+00  7.50663623e-01  1.51943517e-01  7.50667759e-01  1.51934329e-01  1.51626323e-02  1.51626513e-02 
 2.52800000e-02  2.52800000e-02  0.00000000e+00  9.00000000e+00  7.27838087e+00  7.27838030e+00  7.50661052e-01  1.51949227e-01  7.50670330e-01  1.51928620e-01  1.51626205e-02  1.51626631e-02 
 2.62800000e-02  2.62800000e-02  0.00000000e+00  9.00000000e+00  7.27838122e+00  7.27837994e+00  7.50655288e-01  1.51962036e-01  7.50676097e-01  1.51915815e-01  1.51625940e-02  1.51626896e-02 
 2.72800000e-02  2.72800000e-02  0.00000000e+00  9.00000000e+00  7.27838202e+00  7.27837914e+00  7.50642364e-01  1.51990774e-01  7.50689036e-01  1.51887103e-01  1.51625346e-02  1.51627490e-02 
 2.82800000e-02  2.82800000e-02  0.00000000e+00  9.00000000e+00  7.27838381e+00  7.27837736e+00  7.50613395e-01  1.52055266e-01  7.50718078e-01  1.51822739e-01  1.51624012e-02  1.51628822e-02 
 2.92800000e-02  2.92800000e-02  0.00000000e+00  9.00000000e+00  7.27838783e+00  7.27837336e+00  7.50548522e-01  1.52200095e-01  7.50783320e-01  1.51678554e-01  1.51621016e-02  1.51631804e-02 
 3.02800000e-02  3.02800000e-02  0.00000000e+00  9.00000000e+00  7.27839686e+00  7.27836441e+00  7.50403534e-01  1.52525829e-01  7.50930162e-01  1.51356058e-01  1.51614278e-02  1.51638476e-02 
 3.12800000e-02  3.12800000e-02  0.00000000e+00  9.00000000e+00  7.27841726e+00  7.27834447e+00  7.50080960e-01  1.53260881e-01  7.51262065e-01  1.50637298e-01  1.51599073e-02  1.51653345e-02 
 3.22800000e-02  3.22800000e-02  0.00000000e+00  9.00000000e+00  7.27846361e+00  7.27830039e+00  7.49370877e-01  1.54931538e-01  7.52019037e-01  1.49048544e-01  1.51564516e-02  1.51686213e-02 
 3.32800000e-02  3.32800000e-02  0.00000000e+00  9.00000000e+00  7.27857051e+00  7.27820491e+00  7.47848119e-01  1.58784324e-01  7.53776750e-01  1.45606355e-01  1.51484834e-02  1.51757433e-02 
 3.42800000e-02  3.42800000e-02  0.00000000e+00  9.00000000e+00  7.27882907e+00  7.27802644e+00  7.45237190e-01  1.68099903e-01  7.58114436e-01  1.39171599e-01  1.51292110e-02  1.51890529e-02 
 3.52800000e-02  3.52800000e-02  0.00000000e+00  9.00000000e+00  7.27940791e+00  7.27774455e+00  7.41667646e-01  1.88944777e-01  7.67462004e-01  1.29004873e-01  1.50860918e-02  1.52100844e-02 
 3.62800000e-02  3.62800000e-02  0.00000000e+00  9.00000000e+00  7.28056665e+00  7.27741323e+00  7.38928252e-01  2.30628657e-01  7.84831711e-01  1.17050953e-01  1.49998681e-02  1.52348133e-02 
 3.72800000e-02  3.72800000e-02  0.00000000e+00  9.00000000e+00  7.28274210e+00  7.27706916e+00  7.37115709e-01  3.08726699e-01  8.15464072e-01  1.04632196e-01  1.48383419e-02  1.52605043e-02 
 3.82800000e-02  3.82800000e-02  0.00000000e+00  9.00000000e+00  7.28726654e+00  7.27667438e+00  7.34106098e-01  4.70462974e-01  8.82471470e-01  9.03767422e-02  1.45038374e-02  1.52899950e-02 
 3.91723151e-02  3.91723151e-02  0.00000000e+00  9.00000000e+00  7.27579240e+00  7.32623908e+00  1.94781393e+00  5.85042248e-02  4.21917976e-01  1.82147531e+00  1.53559323e-02  1.17126796e-02 
 3.98365496e-02  3.98365496e-02  0.00000000e+00  9.00000000e+00  7.27581267e+00  7.34464071e+00  1.82035723e+00  5.92369894e-02  4.34764850e-01  2.43025810e+00  1.53544163e-02  1.04622262e-02 
 4.04563892e-02  4.04563892e-02  0.00000000e+00  9.00000000e+00  7.27583549e+00  7.36062737e+00  1.71373669e+00  6.00619112e-02  4.46877713e-01  2.93922545e+00  1.53527097e-02  9.40737519e-03 
 4.12062853e-02  4.12062853e-02  0.00000000e+00  9.00000000e+00  7.27586614e+00  7.37852390e+00  1.59898948e+00  6.11703749e-02  4.61621081e-01  3.48756990e+00  1.53504165e-02  8.27887358e-03 
 4.22062853e-02  4.22062853e-02  0.00000000e+00  9.00000000e+00  7.27591379e+00  7.40028820e+00  1.46692155e+00  6.28928853e-02  4.81488955e-01  4.11846416e+00  1.53468530e-02  6.98324264e-03 
 4.32062853e-02  4.32062853e-02  0.00000000e+00  9.00000000e+00  7.27596764e+00  7.41997727e+00  1.35562382e+00  6.48395044e-02  5.01538033e-01  4.65068405e+00  1.53428258e-02  5.89264427e-03 
 4.42062853e-02  4.42062853e-02  0.00000000e+00  9.00000000e+00  7.27602844e+00  7.43789619e+00  1.26159933e+00  6.70372193e-02  5.21794396e-01  5.09954321e+00  1.53382792e-02  4.97565671e-03 
 4.52062853e-02  4.52062853e-02  0.00000000e+00  9.00000000e+00  7.27609447e+00  7.45429975e+00  1.18207799e+00  6.94238858e-02  5.42194433e-01  5.47796014e+00  1.53333417e-02  4.20533334e-03 
 4.62062853e-02  4.62062853e-02  0.00000000e+00  9.00000000e+00  7.27616762e+00  7.46935249e+00  1.11418467e+00  7.20677442e-02  5.62803539e-01  5.79594449e+00  1.53278721e-02  3.56071887e-03 
 4.72062853e-02  4.72062853e-02  0.00000000e+00  9.00000000e+00  7.27624732e+00  7.48311411e+00  1.05523420e+00  7.49480077e-02  5.83594973e-01  6.06094516e+00  1.53219134e-02  3.02608305e-03 
 4.82062853e-02  4.82062853e-02  0.00000000e+00  9.00000000e+00  7.27634188e+00  7.49537264e+00  1.00118167e+00  7.83650028e-02  6.04855458e-01  6.27574418e+00  1.53148445e-02  2.59504042e-03 
 4.92062853e-02  4.92062853e-02  0.00000000e+00  9.00000000e+00  7.27646955e+00  7.50528489e+00  9.44944972e-01  8.29779041e-02  6.27210683e-01  6.43465501e+00  1.53053016e-02  2.27793611e-03 
 4.92235036e-02  4.92235036e-02  0.00000000e+00  9.00000000e+00  7.27782510e+00  7.49409728e+00  7.64377287e-01  1.31910166e-01  6.76432754e-01  6.25430793e+00  1.52040743e-02  2.63785017e-03 
 4.92579403e-02  4.92579403e-02  0.00000000e+00  9.00000000e+00  7.27780085e+00  7.49424087e+00  7.66326116e-01  1.31035705e-01  6.76138545e-01  6.25673060e+00  1.52058834e-02  2.63300503e-03 
 4.92759045e-02  4.92759045e-02  0.00000000e+00  9.00000000e+00  7.27779637e+00  7.49420283e+00  7.65427247e-01  1.30874116e-01  6.76279694e-01  6.25608799e+00  1.52062176e-02  2.63428691e-03 
 4.92932935e-02  4.92932935e-02  0.00000000e+00  9.00000000e+00  7.27778126e+00  7.49431572e+00  7.67076069e-01  1.30329151e-01  6.76027809e-01  6.25799115e+00  1.52073450e-02  2.63048057e-03 
 4.93280715e-02  4.93280715e-02  0.00000000e+00  9.00000000e+00  7.27776755e+00  7.49431401e+00  7.66519425e-01  1.29834387e-01  6.76119295e-01  6.25796145e+00  1.52083685e-02  2.63053736e-03 
 4.93976275e-02  4.93976275e-02  0.00000000e+00  9.00000000e+00  7.27772318e+00  7.49454867e+00  7.69342133e-01  1.28233951e-01  6.75691756e-01  6.26191392e+00  1.52116796e-02  2.62263900e-03 
 4.95367396e-02  4.95367396e-02  0.00000000e+00  9.00000000e+00  7.27764976e+00  7.49482333e+00  7.71371532e-01  1.25585411e-01  6.75390687e-01  6.26652786e+00  1.52171592e-02  2.61341089e-03 
 4.98149638e-02  4.98149638e-02  0.00000000e+00  9.00000000e+00  7.27747276e+00  7.49587838e+00  7.82109298e-01  1.19199148e-01  6.73708211e-01  6.28414715e+00  1.52303694e-02  2.57815427e-03 
 5.03714122e-02  5.03714122e-02  0.00000000e+00  9.00000000e+00  7.27700163e+00  7.50015770e+00  8.24111449e-01  1.02194224e-01  6.66183266e-01  6.35409185e+00  1.52655477e-02  2.43843823e-03 
 5.07639169e-02  5.07639169e-02  0.00000000e+00  9.00000000e+00  7.32124355e+00  7.27579442e+00 -5.47928381e+00  1.65313059e+00  1.98371101e+00  5.85773169e-02  1.20619480e-02  1.53557811e-02 
 5.10133898e-02  5.10133898e-02  0.00000000e+00  9.00000000e+00  7.32845206e+00  7.27580184e+00 -5.47133237e+00  1.89593831e+00  1.93191184e+00  5.88453207e-02  1.15606724e-02  1.53552266e-02 
 5.12411485e-02  5.12411485e-02  0.00000000e+00  9.00000000e+00  7.33490246e+00  7.27580928e+00 -5.46405225e+00  2.11025362e+00  1.88800787e+00  5.91144690e-02  1.11162744e-02  1.53546701e-02 
 5.14925042e-02  5.14925042e-02  0.00000000e+00  9.00000000e+00  7.34176242e+00  7.27581690e+00 -5.45604356e+00  2.33564796e+00  1.83983190e+00  5.93899045e-02  1.06513074e-02  1.53541000e-02 
 5.19952157e-02  5.19952157e-02  0.00000000e+00  9.00000000e+00  7.35497408e+00  7.27583415e+00 -5.43996609e+00  2.76095975e+00  1.75172937e+00  6.00137478e-02  9.77456021e-03  1.53528094e-02 
 5.29952157e-02  5.29952157e-02  0.00000000e+00  9.00000000e+00  7.37910758e+00  7.27587520e+00 -5.40779306e+00  3.50511581e+00  1.59503383e+00  6.14975797e-02  8.24329555e-03  1.53497396e-02 
 5.39952157e-02  5.39952157e-02  0.00000000e+00  9.00000000e+00  7.40084938e+00  7.27592263e+00 -5.37545749e+00  4.13416255e+00  1.46443400e+00  6.32125994e-02  6.95103813e-03  1.53461916e-02 
 5.49952157e-02  5.49952157e-02  0.00000000e+00  9.00000000e+00  7.42046922e+00  7.27597753e+00 -5.34292166e+00  4.66347512e+00  1.35292953e+00  6.51969100e-02  5.86647299e-03  1.53420864e-02 
 5.59952157e-02  5.59952157e-02  0.00000000e+00  9.00000000e+00  7.43840501e+00  7.27603769e+00 -5.31026479e+00  5.11176353e+00  1.26040571e+00  6.73716179e-02  4.95074560e-03  1.53375874e-02 
 5.69952157e-02  5.69952157e-02  0.00000000e+00  9.00000000e+00  7.45479979e+00  7.27610436e+00 -5.27744247e+00  5.48898517e+00  1.18098312e+00  6.97814544e-02  4.18294796e-03  1.53326019e-02 
 5.79952157e-02  5.79952157e-02  0.00000000e+00  9.00000000e+00  7.47001586e+00  7.27617503e+00 -5.24454579e+00  5.80929898e+00  1.11549576e+00  7.23355682e-02  3.53374655e-03  1.53273180e-02 
 5.89952157e-02  5.89952157e-02  0.00000000e+00  9.00000000e+00  7.48409130e+00  7.27625116e+00 -5.21152201e+00  6.07882629e+00  1.05885482e+00  7.50869214e-02  2.99017348e-03  1.53216261e-02 
 5.99952157e-02  5.99952157e-02  0.00000000e+00  9.00000000e+00  7.49734784e+00  7.27632984e+00 -5.17847683e+00  6.30850844e+00  1.01256844e+00  7.79299724e-02  2.52965469e-03  1.53157444e-02 
 6.09952157e-02  6.09952157e-02  0.00000000e+00  9.00000000e+00  7.50973287e+00  7.27641290e+00 -5.14534390e+00  6.50174963e+00  9.72105123e-01  8.09311722e-02  2.14481195e-03  1.53095356e-02 
 6.19952157e-02  6.19952157e-02  0.00000000e+00  9.00000000e+00  7.52155693e+00  7.27649692e+00 -5.11224720e+00  6.66721815e+00  9.39454294e-01  8.39666042e-02  1.81788307e-03  1.53032560e-02 
 6.29952157e-02  6.29952157e-02  0.00000000e+00  9.00000000e+00  7.53268154e+00  7.27658430e+00 -5.07910000e+00  6.80639185e+00  9.10476054e-01  8.71230058e-02  1.54540737e-03  1.52967262e-02 
 6.39952157e-02  6.39952157e-02  0.00000000e+00  9.00000000e+00  7.54343271e+00  7.27667094e+00 -5.04604999e+00  6.92633519e+00  8.87505871e-01  9.02526582e-02  1.31306686e-03  1.52902517e-02 
 6.49952157e-02  6.49952157e-02  0.00000000e+00  9.00000000e+00  7.55358308e+00  7.27676005e+00 -5.01298158e+00  7.02715771e+00  8.66677038e-01  9.34710403e-02  1.12012504e-03  1.52835937e-02 
 6.59952157e-02  6.59952157e-02  0.00000000e+00  9.00000000e+00  7.56350014e+00  7.27684667e+00 -4.98007377e+00  7.11479455e+00  8.50576544e-01  9.65990105e-02  9.54753358e-04  1.52771227e-02 
 6.69952157e-02  6.69952157e-02  0.00000000e+00  9.00000000e+00  7.57285837e+00  7.27693508e+00 -4.94717164e+00  7.18838016e+00  8.35525588e-01  9.97913184e-02  8.18083279e-04  1.52705186e-02 
 6.79952157e-02  6.79952157e-02  0.00000000e+00  9.00000000e+00  7.58209335e+00  7.27701917e+00 -4.91449545e+00  7.25305739e+00  8.24297059e-01  1.02827449e-01  7.00114823e-04  1.52642377e-02 
 6.89952157e-02  6.89952157e-02  0.00000000e+00  9.00000000e+00  7.59076715e+00  7.27710468e+00 -4.88183793e+00  7.30726229e+00  8.13338050e-01  1.05914423e-01  6.03228744e-04  1.52578516e-02 
 6.99952157e-02  6.99952157e-02  0.00000000e+00  9.00000000e+00  7.59941099e+00  7.27718401e+00 -4.84947282e+00  7.35558546e+00  8.05562250e-01  1.08778152e-01  5.18801210e-04  1.52519274e-02 
 7.09952157e-02  7.09952157e-02  0.00000000e+00  9.00000000e+00  7.60745723e+00  7.27726477e+00 -4.81712507e+00  7.39595908e+00  7.97497177e-01  1.11693370e-01  4.50011696e-04  1.52458966e-02 
 7.19952157e-02  7.19952157e-02  0.00000000e+00  9.00000000e+00  7.61556031e+00  7.27733750e+00 -4.78513612e+00  7.43259296e+00  7.92166644e-01  1.14318229e-01  3.89306184e-04  1.52404665e-02 
 7.29952157e-02  7.29952157e-02  0.00000000e+00  9.00000000e+00  7.62300463e+00  7.27741215e+00 -4.75314605e+00  7.46305222e+00  7.86145083e-01  1.17012274e-01  3.40332959e-04  1.52348934e-02 
 7.39952157e-02  7.39952157e-02  0.00000000e+00  9.00000000e+00  7.63021998e+00  7.27747462e+00 -4.72166350e+00  7.49119744e+00  7.82484459e-01  1.19266315e-01  2.98584100e-04  1.52302311e-02 
 7.49952157e-02  7.49952157e-02  0.00000000e+00  9.00000000e+00  7.63709520e+00  7.27754181e+00 -4.69007745e+00  7.51446581e+00  7.77917521e-01  1.21690962e-01  2.63193059e-04  1.52252154e-02 
 7.59952157e-02  7.59952157e-02  0.00000000e+00  9.00000000e+00  7.64415942e+00  7.27759896e+00 -4.65892103e+00  7.53658525e+00  7.75547218e-01  1.23752723e-01  2.31023683e-04  1.52209500e-02 
 7.69952157e-02  7.69952157e-02  0.00000000e+00  9.00000000e+00  7.65049101e+00  7.27765902e+00 -4.62772579e+00  7.55467482e+00  7.71999518e-01  1.25919635e-01  2.05399927e-04  1.52164674e-02 
 7.79952157e-02  7.79952157e-02  0.00000000e+00  9.00000000e+00  7.65707219e+00  7.27770735e+00 -4.59702002e+00  7.57237450e+00  7.70495596e-01  1.27662927e-01  1.81691463e-04  1.52128609e-02 
 7.89952157e-02  7.89952157e-02  0.00000000e+00  9.00000000e+00  7.66283528e+00  7.27776035e+00 -4.56621123e+00  7.58665479e+00  7.67661181e-01  1.29574681e-01  1.63106865e-04  1.52089062e-02 
 7.99952157e-02  7.99952157e-02  0.00000000e+00  9.00000000e+00  7.66895068e+00  7.27780016e+00 -4.53594316e+00  7.60109072e+00  7.66773665e-01  1.31010685e-01  1.45417631e-04  1.52059353e-02 
 8.09952157e-02  8.09952157e-02  0.00000000e+00  9.00000000e+00  7.67416628e+00  7.27784674e+00 -4.50549544e+00  7.61253582e+00  7.64443182e-01  1.32690939e-01  1.31808239e-04  1.52024596e-02 
 8.19952157e-02  8.19952157e-02  0.00000000e+00  9.00000000e+00  7.67984312e+00  7.27787870e+00 -4.47563936e+00  7.62453066e+00  7.63997283e-01  1.33843702e-01  1.18416323e-04  1.52000747e-02 
 8.29952157e-02  8.29952157e-02  0.00000000e+00  9.00000000e+00  7.68454202e+00  7.27791973e+00 -4.44552011e+00  7.63383640e+00  7.62024504e-01  1.35323439e-01  1.08339086e-04  1.51970137e-02 
 8.39952157e-02  8.39952157e-02  0.00000000e+00  9.00000000e+00  7.68981285e+00  7.27794470e+00 -4.41604366e+00  7.64397969e+00  7.61897705e-01  1.36223784e-01  9.80402966e-05  1.51951510e-02 
 8.49952157e-02  8.49952157e-02  0.00000000e+00  9.00000000e+00  7.69403282e+00  7.27798108e+00 -4.38621850e+00  7.65164751e+00  7.60180589e-01  1.37535912e-01  9.04882217e-05  1.51924368e-02 
 8.59952157e-02  8.59952157e-02  0.00000000e+00  9.00000000e+00  7.69893317e+00  7.27799996e+00 -4.35708743e+00  7.66036573e+00  7.60286815e-01  1.38216678e-01  8.24391283e-05  1.51910283e-02 
 8.69952157e-02  8.69952157e-02  0.00000000e+00  9.00000000e+00  7.70271572e+00  7.27803256e+00 -4.32752392e+00  7.66676088e+00  7.58754060e-01  1.39392322e-01  7.67085746e-05  1.51885965e-02 
 8.79952157e-02  8.79952157e-02  0.00000000e+00  9.00000000e+00  7.70728179e+00  7.27804623e+00 -4.29870534e+00  7.67436601e+00  7.59032528e-01  1.39885147e-01  7.03157525e-05  1.51875768e-02 
 8.89952157e-02  8.89952157e-02  0.00000000e+00  9.00000000e+00  7.71066925e+00  7.27807581e+00 -4.26937492e+00  7.67975774e+00  7.57634113e-01  1.40951671e-01  6.59130549e-05  1.51853707e-02 
 8.99952157e-02  8.99952157e-02  0.00000000e+00  9.00000000e+00  7.71493603e+00  7.27808506e+00 -4.24083905e+00  7.68648081e+00  7.58041577e-01  1.41285211e-01  6.07559432e-05  1.51846805e-02 
 9.09952157e-02  9.09952157e-02  0.00000000e+00  9.00000000e+00  7.71796934e+00  7.27811225e+00 -4.21171771e+00  7.69107018e+00  7.56742180e-01  1.42265553e-01  5.73324854e-05  1.51826527e-02 
 9.19952157e-02  9.19952157e-02  0.00000000e+00  9.00000000e+00  7.72196945e+00  7.27811777e+00 -4.18343856e+00  7.69708452e+00  7.57247578e-01  1.42464770e-01  5.31101985e-05  1.51822404e-02 
 9.29952157e-02  9.29952157e-02  0.00000000e+00  9.00000000e+00  7.72468679e+00  7.27814309e+00 -4.15450670e+00  7.70102368e+00  7.56022046e-01  1.43377558e-01  5.04176870e-05  1.51803523e-02 
 9.39952157e-02  9.39952157e-02  0.00000000e+00  9.00000000e+00  7.72844988e+00  7.27814548e+00 -4.12646213e+00  7.70646104e+00  7.56602816e-01  1.43463666e-01  4.69125651e-05  1.51801741e-02 
 9.49952157e-02  9.49952157e-02  0.00000000e+00  9.00000000e+00  7.73088598e+00  7.27816933e+00 -4.09770404e+00  7.70986662e+00  7.55433060e-01  1.44323729e-01  4.47723858e-05  1.51783950e-02 
 9.59952157e-02  9.59952157e-02  0.00000000e+00  9.00000000e+00  7.73443855e+00  7.27816908e+00 -4.06987545e+00  7.71482847e+00  7.56072623e-01  1.44314487e-01  4.18250631e-05  1.51784140e-02 
 9.69952157e-02  9.69952157e-02  0.00000000e+00  9.00000000e+00  7.73662446e+00  7.27819179e+00 -4.04127865e+00  7.71779107e+00  7.54945491e-01  1.45133482e-01  4.01073193e-05  1.51767199e-02 
 9.79952157e-02  9.79952157e-02  0.00000000e+00  9.00000000e+00  7.73998990e+00  7.27818930e+00 -4.01365051e+00  7.72235653e+00  7.55631510e-01  1.45043633e-01  3.75996366e-05  1.51769057e-02 
 9.89952157e-02  9.89952157e-02  0.00000000e+00  9.00000000e+00  7.74195310e+00  7.27821113e+00 -3.98520515e+00  7.72494737e+00  7.54537334e-01  1.45830659e-01  3.62087800e-05  1.51752777e-02 
 9.99952157e-02  9.99952157e-02  0.00000000e+00  9.00000000e+00  7.74515193e+00  7.27820674e+00 -3.95776453e+00  7.72917893e+00  7.55260515e-01  1.45672392e-01  3.40520130e-05  1.51756050e-02 
 1.00995216e-01  1.00995216e-01  0.00000000e+00  9.00000000e+00  7.74691652e+00  7.27822788e+00 -3.92946281e+00  7.73145465e+00  7.54192103e-01  1.46434532e-01  3.29169470e-05  1.51740285e-02 
 1.01995216e-01  1.01995216e-01  0.00000000e+00  9.00000000e+00  7.74996667e+00  7.27822187e+00 -3.90219895e+00  7.73540220e+00  7.54945363e-01  1.46217920e-01  3.10436354e-05  1.51744765e-02 
 1.02995216e-01  1.02995216e-01  0.00000000e+00  9.00000000e+00  7.75155377e+00  7.27824248e+00 -3.87403468e+00  7.73740839e+00  7.53897306e-01  1.46960680e-01  3.01108519e-05  1.51729401e-02 
 1.03995216e-01  1.03995216e-01  0.00000000e+00  9.00000000e+00  7.75447085e+00  7.27823508e+00 -3.84693859e+00  7.74111222e+00  7.54675176e-01  1.46694055e-01  2.84690771e-05  1.51734916e-02 
 1.04995216e-01  1.04995216e-01  0.00000000e+00  9.00000000e+00  7.75589889e+00  7.27825527e+00 -3.81890685e+00  7.74288589e+00  7.53643359e-01  1.47421723e-01  2.76978554e-05  1.51719863e-02 
