 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)        
 6.77500000e-02  6.77500000e-02  1.66102095e+00  0.00000000e+00  3.14485891e-02  5.81317460e-01  8.42014747e-03 
 6.82500000e-02  6.82500000e-02  1.65194786e+00  0.00000000e+00  3.13796504e-02  5.81034978e-01  8.35159326e-03 
 6.87500000e-02  6.87500000e-02  1.64292645e+00  0.00000000e+00  3.13110949e-02  5.80752421e-01  8.28344268e-03 
 6.92500000e-02  6.92500000e-02  1.63395642e+00  0.00000000e+00  3.12429607e-02  5.80469782e-01  8.21569346e-03 
 6.97500000e-02  6.97500000e-02  1.62503749e+00  0.00000000e+00  3.11752048e-02  5.80187055e-01  8.14834338e-03 
 7.02500000e-02  7.02500000e-02  1.61616936e+00  0.00000000e+00  3.11078659e-02  5.79904232e-01  8.08139021e-03 
 7.07500000e-02  7.07500000e-02  1.60735173e+00  0.00000000e+00  3.10409007e-02  5.79621306e-01  8.01483173e-03 
 7.12500000e-02  7.12500000e-02  1.59858433e+00  0.00000000e+00  3.09743484e-02  5.79338269e-01  7.94866576e-03 
 7.17500000e-02  7.17500000e-02  1.58986686e+00  0.00000000e+00  3.09081650e-02  5.79055114e-01  7.88289010e-03 
 7.22500000e-02  7.22500000e-02  1.58119903e+00  0.00000000e+00  3.08423905e-02  5.78771835e-01  7.81750259e-03 
 7.27500000e-02  7.27500000e-02  1.57258057e+00  0.00000000e+00  3.07769802e-02  5.78488424e-01  7.75250107e-03 
 7.32500000e-02  7.32500000e-02  1.56401118e+00  0.00000000e+00  3.07119748e-02  5.78204873e-01  7.68788340e-03 
 7.37500000e-02  7.37500000e-02  1.55549060e+00  0.00000000e+00  3.06473290e-02  5.77921174e-01  7.62364744e-03 
 7.42500000e-02  7.42500000e-02  1.54701854e+00  0.00000000e+00  3.05830842e-02  5.77637321e-01  7.55979107e-03 
 7.47500000e-02  7.47500000e-02  1.53859471e+00  0.00000000e+00  3.05191944e-02  5.77353306e-01  7.49631220e-03 
 7.52500000e-02  7.52500000e-02  1.53021886e+00  0.00000000e+00  3.04557016e-02  5.77069120e-01  7.43320872e-03 
 7.57500000e-02  7.57500000e-02  1.52189070e+00  0.00000000e+00  3.03925594e-02  5.76784757e-01  7.37047856e-03 
 7.62500000e-02  7.62500000e-02  1.51360996e+00  0.00000000e+00  3.03298103e-02  5.76500208e-01  7.30811965e-03 
 7.67500000e-02  7.67500000e-02  1.50537636e+00  0.00000000e+00  3.02674073e-02  5.76215466e-01  7.24612994e-03 
 7.72500000e-02  7.72500000e-02  1.49718964e+00  0.00000000e+00  3.02053937e-02  5.75930523e-01  7.18450738e-03 
 7.77500000e-02  7.77500000e-02  1.48904954e+00  0.00000000e+00  3.01437218e-02  5.75645370e-01  7.12324994e-03 
 7.82500000e-02  7.82500000e-02  1.48095577e+00  0.00000000e+00  3.00824355e-02  5.75360000e-01  7.06235560e-03 
 7.87500000e-02  7.87500000e-02  1.47290809e+00  0.00000000e+00  3.00214864e-02  5.75074404e-01  7.00182237e-03 
 7.92500000e-02  7.92500000e-02  1.46490622e+00  0.00000000e+00  2.99609194e-02  5.74788575e-01  6.94164825e-03 
 7.97500000e-02  7.97500000e-02  1.45694990e+00  0.00000000e+00  2.99006853e-02  5.74502504e-01  6.88183126e-03 
 8.02500000e-02  8.02500000e-02  1.44903887e+00  0.00000000e+00  2.98408295e-02  5.74216183e-01  6.82236943e-03 
 8.07500000e-02  8.07500000e-02  1.44117288e+00  0.00000000e+00  2.97813023e-02  5.73929602e-01  6.76326080e-03 
 8.12500000e-02  8.12500000e-02  1.43335166e+00  0.00000000e+00  2.97221500e-02  5.73642755e-01  6.70450344e-03 
 8.17500000e-02  8.17500000e-02  1.42557496e+00  0.00000000e+00  2.96633219e-02  5.73355632e-01  6.64609541e-03 
 8.22500000e-02  8.22500000e-02  1.41784252e+00  0.00000000e+00  2.96048653e-02  5.73068224e-01  6.58803478e-03 
 8.27500000e-02  8.27500000e-02  1.41015409e+00  0.00000000e+00  2.95467286e-02  5.72780523e-01  6.53031966e-03 
 8.32500000e-02  8.32500000e-02  1.40250942e+00  0.00000000e+00  2.94889599e-02  5.72492521e-01  6.47294815e-03 
 8.37500000e-02  8.37500000e-02  1.39490826e+00  0.00000000e+00  2.94315071e-02  5.72204207e-01  6.41591836e-03 
 8.42500000e-02  8.42500000e-02  1.38735035e+00  0.00000000e+00  2.93744188e-02  5.71915573e-01  6.35922843e-03 
 8.47500000e-02  8.47500000e-02  1.37983546e+00  0.00000000e+00  2.93176422e-02  5.71626610e-01  6.30287648e-03 
 8.52500000e-02  8.52500000e-02  1.37236333e+00  0.00000000e+00  2.92612268e-02  5.71337308e-01  6.24686068e-03 
 8.57500000e-02  8.57500000e-02  1.36493373e+00  0.00000000e+00  2.92051189e-02  5.71047659e-01  6.19117919e-03 
 8.62500000e-02  8.62500000e-02  1.35754640e+00  0.00000000e+00  2.91493690e-02  5.70757653e-01  6.13583017e-03 
 8.67500000e-02  8.67500000e-02  1.35020110e+00  0.00000000e+00  2.90939226e-02  5.70467281e-01  6.08081183e-03 
 8.72500000e-02  8.72500000e-02  1.34289760e+00  0.00000000e+00  2.90388309e-02  5.70176532e-01  6.02612235e-03 
 8.77500000e-02  8.77500000e-02  1.33563565e+00  0.00000000e+00  2.89840387e-02  5.69885398e-01  5.97175995e-03 
 8.82500000e-02  8.82500000e-02  1.32841502e+00  0.00000000e+00  2.89295980e-02  5.69593868e-01  5.91772284e-03 
 8.87500000e-02  8.87500000e-02  1.32123547e+00  0.00000000e+00  2.88754527e-02  5.69301932e-01  5.86400927e-03 
 8.92500000e-02  8.92500000e-02  1.31409676e+00  0.00000000e+00  2.88216559e-02  5.69009581e-01  5.81061746e-03 
 8.97500000e-02  8.97500000e-02  1.30699867e+00  0.00000000e+00  2.87681505e-02  5.68716805e-01  5.75754569e-03 
 9.02500000e-02  9.02500000e-02  1.29994095e+00  0.00000000e+00  2.87149905e-02  5.68423592e-01  5.70479220e-03 
 9.07500000e-02  9.07500000e-02  1.29292338e+00  0.00000000e+00  2.86621180e-02  5.68129933e-01  5.65235529e-03 
 9.12500000e-02  9.12500000e-02  1.28594573e+00  0.00000000e+00  2.86095880e-02  5.67835817e-01  5.60023324e-03 
 9.17500000e-02  9.17500000e-02  1.27900777e+00  0.00000000e+00  2.85573415e-02  5.67541233e-01  5.54842436e-03 
 9.22500000e-02  9.22500000e-02  1.27210926e+00  0.00000000e+00  2.85054344e-02  5.67246172e-01  5.49692694e-03 
 9.27500000e-02  9.27500000e-02  1.26525000e+00  0.00000000e+00  2.84538071e-02  5.66950621e-01  5.44573931e-03 
 9.32500000e-02  9.32500000e-02  1.25842974e+00  0.00000000e+00  2.84025163e-02  5.66654570e-01  5.39485981e-03 
 9.37500000e-02  9.37500000e-02  1.25164827e+00  0.00000000e+00  2.83515014e-02  5.66358008e-01  5.34428679e-03 
 9.42500000e-02  9.42500000e-02  1.24490537e+00  0.00000000e+00  2.83008202e-02  5.66060923e-01  5.29401859e-03 
