time,v(N001),v(N002),v(N004),@dled12_1[id]
0.027528,0.700859468,5.0,0.702803114,0.00631940719
0.027628,0.678108361,5.0,0.702803114,0.00631940719
0.027728,0.654688044,5.0,0.702803114,0.00631940719
0.027828,0.630621628,5.0,0.702803114,0.00631940719
0.027928,0.605932864,5.0,0.702803114,0.00631940719
0.028028,0.580646118,5.0,0.702803114,0.00631940719
0.028128,0.554786345,5.0,0.702803114,0.00631940719
0.028228,0.528379064,5.0,0.702803114,0.00631940719
0.028328,0.501450337,5.0,0.702803114,0.00631940719
0.028428,0.474026739,5.0,0.702803114,0.00631940719
0.028528,0.446135334,5.0,0.702803114,0.00631940719
0.028628,0.417803647,5.0,0.702803114,0.00631940719
0.028728,0.389059638,5.0,0.702803114,0.00631940719
0.028828,0.359931675,5.0,0.702803114,0.00631940719
0.028928,0.330448502,5.0,0.702803114,0.00631940719
0.029028,0.300639217,5.0,0.702803114,0.00631940719
0.029128,0.270533237,5.0,0.702803114,0.00631940719
0.029228,0.240160273,5.0,0.702803114,0.00631940719
0.029328,0.2095503,5.0,0.702803114,0.00631940719
0.029428,0.178733527,5.0,0.702803114,0.00631940719
0.029528,0.147740364,5.0,0.702803114,0.00631940719
0.029628,0.1166014,5.0,0.702803114,0.00631940719
0.029728,0.0853473649,5.0,0.702803114,0.00631940719
0.029828,0.0540091018,5.0,0.702803114,0.00631940719
0.029928,0.0226175383,5.0,0.702803114,0.00631940719
0.030028,-0.00879634599,5.0,0.702803114,0.00631940719
0.030128,-0.0402015494,5.0,0.702803114,0.00631940719
0.030228,-0.0715670787,5.0,0.702803114,0.00631940719
0.030328,-0.10286198,5.0,0.702803114,0.00631940719
0.030428,-0.134055369,5.0,0.702803114,0.00631940719
0.030528,-0.165116461,5.0,0.702803114,0.00631940719
0.030628,-0.196014604,5.0,0.702803114,0.00631940719
0.030728,-0.226719303,5.0,0.702803114,0.00631940719
0.030828,-0.257200258,5.0,0.702803114,0.00631940719
0.030928,-0.287427388,5.0,0.702803114,0.00631940719
0.031028,-0.317370861,5.0,0.702803114,0.00631940719
0.031128,-0.347001128,5.0,0.702803114,0.00631940719
0.031228,-0.376288946,5.0,0.702803114,0.00631940719
0.031328,-0.405205413,5.0,0.702803114,0.00631940719
0.031428,-0.433721991,5.0,0.702803114,0.00631940719
0.031528,-0.461810537,5.0,0.702803114,0.00631940719
0.031628,-0.489443332,5.0,0.702803114,0.00631940719
0.031728,-0.516593106,5.0,0.702803114,0.00631940719
0.031828,-0.543233065,5.0,0.702803114,0.00631940719
0.031928,-0.569336919,5.0,0.702803114,0.00631940719
0.032028,-0.594878905,5.0,0.702803114,0.00631940719
0.032128,-0.619833818,5.0,0.702803114,0.00631940719
0.032228,-0.64417703,5.0,0.702803114,0.00631940719
0.032328,-0.667884517,5.0,0.702803114,0.00631940719
0.032428,-0.690932882,5.0,0.702803114,0.00631940719
0.032528,-0.71329938,5.0,0.702803114,0.00631940719
0.032628,-0.734961938,5.0,0.702803114,0.00631940719
0.032728,-0.755899177,5.0,0.702803114,0.00631940719
0.032828,-0.776090435,5.0,0.702803114,0.00631940719
0.032928,-0.795515785,5.0,0.702803114,0.00631940719
0.033028,-0.814156057,5.0,0.702803114,0.00631940719
0.033128,-0.831992856,5.0,0.702803114,0.00631940719
0.033228,-0.849008578,5.0,0.702803114,0.00631940719
0.033328,-0.865186431,5.0,0.702803114,0.00631940719
0.033428,-0.880510449,5.0,0.702803114,0.00631940719
0.033528,-0.89496551,5.0,0.702803114,0.00631940719
0.033628,-0.908537348,5.0,0.702803114,0.00631940719
0.033728,-0.921212569,5.0,0.702803114,0.00631940719
0.033828,-0.932978665,5.0,0.702803114,0.00631940719
0.033928,-0.943824024,5.0,0.702803114,0.00631940719
0.034028,-0.953737942,5.0,0.702803114,0.00631940719
0.034128,-0.962710636,5.0,0.702803114,0.00631940719
0.034228,-0.97073325,5.0,0.702803114,0.00631940719
0.034328,-0.977797869,5.0,0.702803114,0.00631940719
0.034428,-0.983897518,5.0,0.702803114,0.00631940719
0.034528,-0.98902618,5.0,0.702803114,0.00631940719
0.034628,-0.993178792,5.0,0.702803114,0.00631940719
0.034728,-0.996351257,5.0,0.702803114,0.00631940719
0.034828,-0.998540443,5.0,0.702803114,0.00631940719
0.034928,-0.999744191,5.0,0.702803114,0.00631940719
0.035028,-0.999961311,5.0,0.702803114,0.00631940719
0.035128,-0.999191591,5.0,0.702803114,0.00631940719
0.035228,-0.997435789,5.0,0.702803114,0.00631940719
0.035328,-0.994695638,5.0,0.702803114,0.00631940719
0.035428,-0.990973843,5.0,0.702803114,0.00631940719
0.035528,-0.986274077,5.0,0.702803114,0.00631940719
0.035628,-0.980600977,5.0,0.702803114,0.00631940719
0.035728,-0.973960142,5.0,0.702803114,0.00631940719
0.035828,-0.966358126,5.0,0.702803114,0.00631940719
0.035928,-0.957802431,5.0,0.702803114,0.00631940719
0.036028,-0.948301501,5.0,0.702803114,0.00631940719
0.036128,-0.937864712,5.0,0.702803114,0.00631940719
0.036228,-0.926502363,5.0,0.702803114,0.00631940719
0.036328,-0.914225669,5.0,0.702803114,0.00631940719
0.036428,-0.901046744,5.0,0.702803114,0.00631940719
0.036528,-0.886978595,5.0,0.702803114,0.00631940719
0.036628,-0.872035105,5.0,0.702803114,0.00631940719
0.036728,-0.856231022,5.0,0.702803114,0.00631940719
0.036828,-0.839581942,5.0,0.702803114,0.00631940719
0.036928,-0.822104296,5.0,0.702803114,0.00631940719
0.037028,-0.803815332,5.0,0.702803114,0.00631940719
0.037128,-0.7847331,5.0,0.702803114,0.00631940719
0.037228,-0.764876431,5.0,0.702803114,0.00631940719
0.037328,-0.744264921,5.0,0.702803114,0.00631940719
0.037428,-0.722918911,5.0,0.702803114,0.00631940719
0.037528,-0.700859468,5.0,0.702803114,0.00631940719
0.037628,-0.678108361,5.0,0.702803114,0.00631940719
0.037728,-0.654688044,5.0,0.702803114,0.00631940719
0.037828,-0.630621628,5.0,0.702803114,0.00631940719
0.037928,-0.605932864,5.0,0.702803114,0.00631940719
0.038028,-0.580646118,5.0,0.702803114,0.00631940719
0.038128,-0.554786345,5.0,0.702803114,0.00631940719
0.038228,-0.528379064,5.0,0.702803114,0.00631940719
0.038328,-0.501450337,5.0,0.702803114,0.00631940719
0.038428,-0.474026739,5.0,0.702803114,0.00631940719
0.038528,-0.446135334,5.0,0.702803114,0.00631940719
0.038628,-0.417803647,5.0,0.702803114,0.00631940719
0.038728,-0.389059638,5.0,0.702803114,0.00631940719
0.038828,-0.359931675,5.0,0.702803114,0.00631940719
0.038928,-0.330448502,5.0,0.702803114,0.00631940719
0.039028,-0.300639217,5.0,0.702803114,0.00631940719
0.039128,-0.270533237,5.0,0.702803114,0.00631940719
0.039228,-0.240160273,5.0,0.702803114,0.00631940719
0.039328,-0.2095503,5.0,0.702803114,0.00631940719
0.039428,-0.178733527,5.0,0.702803114,0.00631940719
0.039528,-0.147740364,5.0,0.702803114,0.00631940719
0.039628,-0.1166014,5.0,0.702803114,0.00631940719
0.039728,-0.0853473649,5.0,0.702803114,0.00631940719
0.039828,-0.0540091018,5.0,0.702803114,0.00631940719
0.039914,-0.02701441,5.0,0.702803114,0.00631940719
0.04,-4.8985872e-16,5.0,0.702803114,0.00631940719
