time,v(N001),v(N002),v(N003),v(N004),v(N005)
0.146868108,4.813319,5.0,4.32567395,3.77973417,3.0926653
0.147368108,4.81501076,5.0,4.3256041,3.78139654,3.09425466
0.147868108,4.81661289,5.0,4.3256192,3.78104706,3.09392028
0.148368108,4.81813013,5.0,4.32555247,3.78263799,3.09544149
0.148868108,4.81956699,5.0,4.32557019,3.7822246,3.09504599
0.149368108,4.82092771,5.0,4.32550625,3.78375127,3.09650588
0.149868108,4.82221635,5.0,4.3255263,3.78328078,3.09605575
0.150368108,4.8234367,5.0,4.32546487,3.78474961,3.09746045
0.150684054,4.82417417,5.0,4.32549389,3.7840618,3.09680248
0.151,4.82488671,5.0,4.32544104,3.78532561,3.09801124
0.151016666,4.8247787,4.91667119,4.2414442,3.75921694,3.07118087
0.151049997,4.82427345,4.75001356,4.07350887,3.7083889,3.01896508
0.15111666,4.82153377,4.4166983,3.73775063,3.60601861,2.91393363
0.151249986,4.8091995,3.75006778,3.06682325,3.39805824,2.70124601
0.151516639,4.75632723,2.41680674,1.7515405,2.31198425,1.63295435
0.151758319,4.67569649,1.20840337,0.653177851,1.23335616,0.624256242
0.152,4.56550498,0.0,0.0393515099,0.623247604,0.0162328245
0.152034696,4.5477236,0.0,0.0392618863,0.623041006,0.0161604577
0.152104089,4.5123016,0.0,0.0391168919,0.622659028,0.0160161753
0.152242873,4.44229562,0.0,0.0388305276,0.621899645,0.0157310422
0.152520443,4.3055701,0.0,0.0382712665,0.620398321,0.0151742367
0.153020443,4.06994197,0.0,0.0373076447,0.617744748,0.0142149297
0.153520443,3.84743214,0.0,0.0363980006,0.615098974,0.0133096071
0.154020443,3.63730936,0.0,0.0355393342,0.6124895,0.0124551406
0.154520443,3.43888326,0.0,0.0347286992,0.609914502,0.0116486949
0.155020443,3.25150194,0.0,0.0339635304,0.607370157,0.0108876014
0.155520443,3.0745498,0.0,0.0332411843,0.6048527,0.010169341
0.156020443,2.90744556,0.0,0.0325594027,0.602358248,0.00949153599
0.156520443,2.74964031,0.0,0.0319158,0.599883081,0.00885194152
0.157020443,2.60061572,0.0,0.0313083951,0.597423304,0.00824843932
0.157520443,2.45988231,0.0,0.0307350281,0.594975153,0.00767902945
0.158020443,2.3269779,0.0,0.0301939702,0.592534618,0.00714182525
0.158520443,2.20146602,0.0,0.0296832576,0.590097786,0.00663504566
0.159020443,2.08293453,0.0,0.029201393,0.587660402,0.0061570111
0.159520443,1.97099422,0.0,0.0287465808,0.585218263,0.00570613626
0.160020443,1.86527754,0.0,0.0283175379,0.582766708,0.00528092695
0.160520443,1.76543744,0.0,0.0279126115,0.580301063,0.00487997329
0.161020443,1.67114613,0.0,0.0275307186,0.577816042,0.00450194742
0.161520443,1.5820941,0.0,0.0271703248,0.57530625,0.00414559703
0.162020443,1.49798904,0.0,0.0268305374,0.572765474,0.00380974409
0.162520443,1.41855489,0.0,0.0265099164,0.570187245,0.00349327852
0.163020443,1.34353093,0.0,0.0262077536,0.56756398,0.00319515799
0.163520443,1.27267091,0.0,0.0259226791,0.564887609,0.00291440183
0.164020443,1.20574229,0.0,0.0256541689,0.562148517,0.00265009198
0.164520443,1.14252536,0.0,0.025400898,0.559336216,0.00240136707
0.165020443,1.08281264,0.0,0.0251625327,0.556438015,0.00216742489
0.165520443,1.02640806,0.0,0.0249377647,0.553439691,0.00194751681
0.166020443,0.973126425,0.0,0.0247264662,0.550323752,0.00174095217
0.166520443,0.922792692,0.0,0.0245273132,0.547070011,0.00154709338
0.167020443,0.875241431,0.0,0.0243404131,0.543653178,0.00136536338
0.167520443,0.830316234,0.0,0.0241643867,0.540043117,0.00119524223
0.168020443,0.787869169,0.0,0.0239996286,0.53620124,0.00103627969
0.168520443,0.747760242,0.0,0.0238446522,0.532079889,0.000888095555
0.169020443,0.70985687,0.0,0.0237002322,0.527616431,0.00075040179
