 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)        
 1.14280000e-02  1.14280000e-02  5.00000000e+00  7.81607575e-03  1.52180391e+00  8.77546225e-01  3.01915958e+00 -6.10922682e-02 
 1.15280000e-02  1.15280000e-02  5.00000000e+00  8.19232123e-03  1.52175272e+00  8.77575891e-01  3.02474711e+00 -5.53283478e-02 
 1.16280000e-02  1.16280000e-02  5.00000000e+00  8.53623536e-03  1.52169524e+00  8.77602742e-01  3.03055859e+00 -4.93582525e-02 
 1.17280000e-02  1.17280000e-02  5.00000000e+00  8.84646086e-03  1.52163170e+00  8.77626678e-01  3.03657022e+00 -4.32063765e-02 
 1.18280000e-02  1.18280000e-02  5.00000000e+00  9.12177343e-03  1.52156231e+00  8.77647610e-01  3.04275806e+00 -3.68971583e-02 
 1.19280000e-02  1.19280000e-02  5.00000000e+00  9.36108653e-03  1.52148735e+00  8.77665463e-01  3.04909707e+00 -3.04560986e-02 
 1.20280000e-02  1.20280000e-02  5.00000000e+00  9.56345569e-03  1.52140710e+00  8.77680173e-01  3.05556227e+00 -2.39085323e-02 
 1.21280000e-02  1.21280000e-02  5.00000000e+00  9.72808227e-03  1.52132186e+00  8.77691687e-01  3.06212775e+00 -1.72806436e-02 
 1.22280000e-02  1.22280000e-02  5.00000000e+00  9.85431655e-03  1.52123196e+00  8.77699968e-01  3.06876791e+00 -1.05982418e-02 
 1.23280000e-02  1.23280000e-02  5.00000000e+00  9.94166034e-03  1.52113773e+00  8.77704991e-01  3.07544572e+00 -3.89846843e-03 
 1.24280000e-02  1.24280000e-02  5.00000000e+00  9.98976894e-03  1.52103955e+00  8.77706743e-01  3.08215869e+00  2.81614444e-03 
 1.25280000e-02  1.25280000e-02  5.00000000e+00  9.99845249e-03  1.52093781e+00  8.77705220e-01  3.08886733e+00  9.50611607e-03 
 1.26280000e-02  1.26280000e-02  5.00000000e+00  9.96767671e-03  1.52083292e+00  8.77700432e-01  3.09555696e+00  1.61568586e-02 
 1.27280000e-02  1.27280000e-02  5.00000000e+00  9.89756307e-03  1.52072528e+00  8.77692406e-01  3.10216733e+00  2.27083423e-02 
 1.28280000e-02  1.28280000e-02  5.00000000e+00  9.78838826e-03  1.52061531e+00  8.77681183e-01  3.10871050e+00  2.91729043e-02 
 1.29280000e-02  1.29280000e-02  5.00000000e+00  9.64058316e-03  1.52050346e+00  8.77666805e-01  3.11515786e+00  3.55222365e-02 
 1.30280000e-02  1.30280000e-02  5.00000000e+00  9.45473108e-03  1.52039020e+00  8.77649334e-01  3.12146271e+00  4.17100671e-02 
 1.31280000e-02  1.31280000e-02  5.00000000e+00  9.23156550e-03  1.52027594e+00  8.77628847e-01  3.12761406e+00  4.77259100e-02 
 1.32280000e-02  1.32280000e-02  5.00000000e+00  8.97196715e-03  1.52016116e+00  8.77605427e-01  3.13358880e+00  5.35472103e-02 
 1.33280000e-02  1.33280000e-02  5.00000000e+00  8.67696054e-03  1.52004632e+00  8.77579170e-01  3.13936417e+00  5.91518268e-02 
