epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,1057.08,0.86724,0.50403,0.97288,0.85427,0.86544,0.88094,0.5969,1.37237,0.79622,1.40369,5.23196e-05,5.23196e-05,5.23196e-05
84,1092.43,0.86467,0.49549,0.96142,0.8567,0.86432,0.88177,0.59617,1.37696,0.78632,1.39991,4.95674e-05,4.95674e-05,4.95674e-05
85,1127.5,0.84956,0.50292,0.96904,0.85603,0.86054,0.87843,0.59968,1.36532,0.79626,1.40214,4.68152e-05,4.68152e-05,4.68152e-05
86,1162.59,0.86828,0.50019,0.96549,0.90015,0.82444,0.87975,0.59235,1.37867,0.79845,1.40634,4.4063e-05,4.4063e-05,4.4063e-05
87,1197.87,0.85155,0.48893,0.96335,0.84866,0.86932,0.8801,0.59434,1.3723,0.7808,1.4076,4.13108e-05,4.13108e-05,4.13108e-05
88,1233.03,0.85724,0.49888,0.9651,0.86873,0.85801,0.87869,0.58976,1.38153,0.7928,1.41185,3.85586e-05,3.85586e-05,3.85586e-05
89,1268.2,0.83075,0.47154,0.95321,0.8371,0.87609,0.87698,0.59113,1.37538,0.78823,1.40529,3.58064e-05,3.58064e-05,3.58064e-05
90,1303.46,0.83999,0.48161,0.9606,0.85762,0.86911,0.88535,0.59754,1.37995,0.78455,1.40663,3.30542e-05,3.30542e-05,3.30542e-05
91,1338.59,0.82359,0.45012,0.96618,0.86435,0.86235,0.87879,0.59447,1.37689,0.77685,1.41121,3.0302e-05,3.0302e-05,3.0302e-05
92,1373.33,0.8093,0.44483,0.95562,0.87343,0.85764,0.88054,0.59274,1.37857,0.78655,1.41133,2.75498e-05,2.75498e-05,2.75498e-05
93,1407.86,0.79565,0.43831,0.9589,0.86869,0.86275,0.88217,0.59543,1.37632,0.78025,1.41257,2.47976e-05,2.47976e-05,2.47976e-05
94,1442.59,0.79956,0.43731,0.95711,0.87875,0.8545,0.88101,0.5937,1.37989,0.7775,1.40922,2.20454e-05,2.20454e-05,2.20454e-05
95,1477.29,0.79824,0.44121,0.96263,0.8761,0.86663,0.88448,0.5976,1.37727,0.77477,1.41187,1.92932e-05,1.92932e-05,1.92932e-05
96,1511.89,0.78188,0.42701,0.94782,0.87162,0.86699,0.88669,0.59723,1.37982,0.78394,1.41542,1.6541e-05,1.6541e-05,1.6541e-05
97,1546.7,0.77955,0.42749,0.94742,0.86923,0.87166,0.8862,0.59784,1.38281,0.78045,1.41866,1.37888e-05,1.37888e-05,1.37888e-05
98,1581.34,0.78249,0.4255,0.94651,0.87223,0.86857,0.8809,0.59556,1.37353,0.77594,1.41431,1.10366e-05,1.10366e-05,1.10366e-05
99,1616.07,0.77823,0.43038,0.94525,0.86726,0.87022,0.88472,0.59538,1.37885,0.77871,1.41599,8.2844e-06,8.2844e-06,8.2844e-06
100,1650.7,0.77791,0.42292,0.94651,0.86944,0.87413,0.88657,0.5896,1.37469,0.77673,1.41464,5.5322e-06,5.5322e-06,5.5322e-06
