 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         v(N008)         @ddiode7_1[id] 
 9.62800000e-05  9.62800000e-05 -1.72143809e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852777e-28 
 9.72800000e-05  9.72800000e-05  3.35272412e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -1.11022302e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  1.53210781e-28 
 9.82800000e-05  9.82800000e-05 -1.08335083e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.41409173e-35 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01 -1.08335083e-36 
 9.92800000e-05  9.92800000e-05 -2.44499896e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852776e-28 
 1.00280000e-04  1.00280000e-04  2.87382185e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -7.77156117e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  1.07691634e-27 
 1.01280000e-04  1.01280000e-04 -1.31310197e-25 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852778e-28 
 1.02280000e-04  1.02280000e-04 -2.65743736e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -5.55111512e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  7.70494776e-28 
 1.03280000e-04  1.03280000e-04  2.52977009e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852781e-28 
 1.04280000e-04  1.04280000e-04  4.65691640e-25 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852779e-28 
 1.05280000e-04  1.05280000e-04 -2.92880183e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -1.11022302e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  1.53210774e-28 
 1.06280000e-04  1.06280000e-04  2.43281024e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00  7.66680292e-35 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  2.43281024e-36 
 1.07280000e-04  1.07280000e-04  6.56635856e-25 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852779e-28 
 1.08280000e-04  1.08280000e-04 -3.45620933e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -7.77156117e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  1.07691633e-27 
 1.09280000e-04  1.09280000e-04  2.52566936e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852781e-28 
 1.10280000e-04  1.10280000e-04  1.20191339e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -5.55111512e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  7.70494780e-28 
 1.11280000e-04  1.11280000e-04 -3.63062698e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852775e-28 
 1.12280000e-04  1.12280000e-04  2.23777122e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852780e-28 
 1.13280000e-04  1.13280000e-04  1.62651930e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -1.11022302e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  1.53210779e-28 
 1.14280000e-04  1.14280000e-04 -3.45645077e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -1.08927225e-34 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01 -3.45645077e-36 
 1.15280000e-04  1.15280000e-04  1.49767820e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852780e-28 
 1.16280000e-04  1.16280000e-04  1.59574632e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -7.77156117e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  1.07691634e-27 
 1.17280000e-04  1.17280000e-04 -3.00184838e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -3.33066907e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  4.61852775e-28 
 1.18280000e-04  1.18280000e-04  1.21760498e-24 -9.00000000e+00 -1.55293975e+00 -8.99999431e+00 -5.55111512e-16 -7.91174098e-01 -1.20767574e-01 -8.08234107e-01  7.70494780e-28 
