time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006),v(N007),v(N008),v(N009)
0.00146503761,18.0,9.04357624,9.0435129,14.3228278,0.0435825231,0.132088577,8.86945379,4.62653329,-0.0117927438
0.00147503761,18.0,9.03123389,9.03118794,13.1323101,0.0312402118,0.119860721,8.84924047,3.42606985,-0.0122082155
0.00148503761,18.0,9.01876826,9.01873774,11.9069323,0.0187746097,0.107510847,8.83289697,2.1937904,-0.0124328801
0.00149503761,18.0,9.00622855,9.00621178,10.6637345,0.00623491279,0.0950868378,8.81830934,0.94679158,-0.0125056412
0.00150503761,18.0,8.99366425,8.99366053,9.4117535,-0.00632939049,0.0826383552,8.80481526,-0.305865288,-0.0125466755
0.00151503761,18.0,8.98112494,8.98113413,8.15736032,-0.0188687146,0.0702149937,8.79222343,-1.55780369,-0.0124931627
0.00152503761,18.0,8.9686601,8.96868262,6.90602395,-0.0313335724,0.0578663476,8.78050235,-2.80356376,-0.0124234333
0.00153503761,18.0,8.95631894,8.95635588,5.66290227,-0.043674771,0.0456418632,8.76967286,-4.03801002,-0.0122685887
0.00154503761,18.0,8.94415016,8.94420366,4.43303942,-0.0558436052,0.0335908681,8.75977372,-5.25613335,-0.0120973037
0.00155503761,18.0,8.93220177,8.93227594,3.22144989,-0.0677920502,0.0217629483,8.75085379,-6.4529668,-0.0118444228
0.00156503761,18.0,8.92052095,8.92063673,2.03376083,-0.079472951,0.0102216502,8.74311731,-7.62294395,-0.0115607928
0.00157503761,18.0,8.90915378,8.91610312,1.17368356,-0.0908402083,0.00576505717,8.81125849,-8.46282939,-0.00536091372
0.00158503761,18.0,8.89814512,8.92486688,1.16985603,-0.101848961,0.0145429541,8.97786536,-8.44552213,0.0054900399
0.00159503761,18.0,8.88753843,8.92042352,1.17120408,-0.112455762,0.0100924875,8.89349928,-8.42309158,-0.00483492957
0.00160503761,18.0,8.87737555,8.9226268,1.16813848,-0.122618752,0.012299527,8.93576213,-8.40512273,0.00499765496
0.00161503761,18.0,8.86769661,8.92153794,1.16901864,-0.132297821,0.0112088663,8.91498942,-8.38326022,-0.00437299182
0.00162503761,18.0,8.8585398,8.92202855,1.166278,-0.141454772,0.0117005111,8.92476856,-8.36506637,0.00455824405
0.00163503761,18.0,8.84994125,8.92181192,1.16692439,-0.150053465,0.0114834751,8.9205514,-8.34353723,-0.00395734934
0.00164503761,18.0,8.8419349,8.92186062,1.16438169,-0.158059965,0.0115325029,8.92192868,-8.32524497,0.00416083083
0.00165503761,18.0,8.83455236,8.92186587,1.16486611,-0.165442676,0.0115377123,8.92194133,-8.30397693,-0.0035806405
0.00166503761,18.0,8.82782274,8.92180531,1.16247808,-0.172172459,0.0114772856,8.92122218,-8.28562904,0.00379998567
0.00167503761,18.0,8.82177262,8.9218625,1.16282879,-0.178222756,0.011534526,8.92224206,-8.26459336,-0.0032385023
0.00168503761,18.0,8.81642587,8.92177931,1.16057507,-0.18356969,0.0114514266,8.92107054,-8.24620975,0.00347196528
0.00169503761,18.0,8.81180358,8.92184443,1.16080806,-0.188192158,0.0115166257,8.92226172,-8.22538998,-0.00292757898
0.00170503761,18.0,8.80792401,8.9217608,1.1586751,-0.192071917,0.0114330698,8.92106017,-8.20698371,0.00317367917
0.00171503761,18.0,8.80480247,8.92182283,1.15880236,-0.195193657,0.0114951877,8.92221184,-8.18636739,-0.00264497971
0.00172503761,18.0,8.80245127,8.92174408,1.15677912,-0.197545056,0.0114165065,8.921083,-8.16794903,0.00290239946
0.00173503761,18.0,8.80087968,8.92180061,1.1568109,-0.199116835,0.0114731197,8.92214753,-8.14752548,-0.00238811809
0.00174503761,18.0,8.80009393,8.92172768,1.15488771,-0.199902791,0.0114002612,8.92111103,-8.12910422,0.00265566745
0.00175503761,18.0,8.8000971,8.9217785,1.15483312,-0.199899822,0.0114511632,8.9220829,-8.10886385,-0.00215465356
0.00176503761,18.0,8.80088918,8.92171123,1.15300126,-0.19910794,0.0113839663,8.92113724,-8.09044796,0.00243125322
0.00177503761,18.0,8.80246705,8.92175667,1.15286857,-0.197530269,0.0114294934,8.92202135,-8.07038206,-0.00194246089
0.00178503761,18.0,8.80482448,8.92169465,1.15112013,-0.195173037,0.0113675435,8.92116009,-8.05197897,0.0022271308
0.00179503761,18.0,8.80795216,8.92173516,1.15091681,-0.192045546,0.0114081385,8.92196348,-8.0320796,-0.00174960853
0.00180503761,18.0,8.81183776,8.92167794,1.14924462,-0.188160139,0.0113509883,8.92117944,-8.01369603,0.00204145847
0.00181503761,18.0,8.81646593,8.92171396,1.14897749,-0.18353215,0.01138709,8.92190921,-7.99395593,-0.00157434045
0.00182503761,18.0,8.82181842,8.92166111,1.14737501,-0.178179843,0.0113343141,8.9211955,-7.97559796,0.00187256181
0.00183503761,18.0,8.8278741,8.92169305,1.14705025,-0.172124342,0.0113663309,8.92185826,-7.9560105,-0.0014150601
0.00184503761,18.0,8.83460906,8.92164419,1.14551155,-0.165389545,0.0113175379,8.92120855,-7.9376836,0.0017189184
0.00185503761,18.0,8.84199674,8.92167241,1.14513477,-0.158002031,0.0113458436,8.92181036,-7.91824271,-0.00127031584
0.00186503761,18.0,8.85000797,8.92162717,1.14365444,-0.149990955,0.0113006762,8.92121884,-7.89995184,0.00157914404
0.00187503761,18.0,8.85861114,8.92165203,1.14323077,-0.141387933,0.0113256112,8.92176526,-7.88065196,-0.00113878783
0.00188503761,18.0,8.86777229,8.92161009,1.1418039,-0.132226917,0.0112837443,8.92122665,-7.86240158,0.00145198015
