 time            time            v(H1_GATE)      v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         v(N008)         v(N009)         v(N010)         v(N011)         @ddiode7_1[id]  @ddiode7_3[id]  @ddiode7_4[id]  @ddiode7_5[id] 
 5.93364317e-03  5.93364317e-03  1.34428338e+01  1.40815485e+01  1.34060998e+01  2.03072131e+01  1.28314541e+01  1.36852876e+01  1.31369501e+00  7.17636272e-01  8.00482663e+00  8.00000000e+00  0.00000000e+00  1.97563518e+00  1.27613482e-02  6.11380245e-03  3.01082418e-01  1.01940147e-04 
 6.03364317e-03  6.03364317e-03  1.34161476e+01  1.40549230e+01  1.33816339e+01  2.01045421e+01  1.28039708e+01  1.36558762e+01  1.31128063e+00  7.16429086e-01  8.00479917e+00  8.00000000e+00  0.00000000e+00  1.97178007e+00  1.22225532e-02  6.12177272e-03  2.93229523e-01  9.72916441e-05 
 6.13364317e-03  6.13364317e-03  1.33859143e+01  1.40247649e+01  1.33539408e+01  1.98820304e+01  1.27728501e+01  1.36226138e+01  1.30852701e+00  7.15052275e-01  8.00476808e+00  8.00000000e+00  0.00000000e+00  1.96739615e+00  1.16337934e-02  6.13064913e-03  2.84651090e-01  9.22481539e-05 
 6.23364317e-03  6.23364317e-03  1.33518069e+01  1.39907334e+01  1.33227218e+01  1.96398976e+01  1.27377628e+01  1.35851555e+01  1.30539807e+00  7.13487804e-01  8.00473303e+00  8.00000000e+00  0.00000000e+00  1.96243053e+00  1.09970047e-02  6.14044801e-03  2.75376063e-01  8.68338089e-05 
 6.33364317e-03  6.33364317e-03  1.33134101e+01  1.39524262e+01  1.32876104e+01  1.93783825e+01  1.26982919e+01  1.35430849e+01  1.30184848e+00  7.11713007e-01  8.00469360e+00  8.00000000e+00  0.00000000e+00  1.95681649e+00  1.03140049e-02  6.15119248e-03  2.65431083e-01  8.10752816e-05 
 6.43364317e-03  6.43364317e-03  1.32702015e+01  1.39093091e+01  1.32481339e+01  1.90977434e+01  1.26539138e+01  1.34958618e+01  1.29782156e+00  7.09699549e-01  8.00464926e+00  8.00000000e+00  0.00000000e+00  1.95047054e+00  9.58750614e-03  6.16288837e-03  2.54855838e-01  7.50033630e-05 
 6.53364317e-03  6.53364317e-03  1.32215081e+01  1.38607198e+01  1.32036923e+01  1.87982570e+01  1.26039556e+01  1.34428121e+01  1.29324492e+00  7.07411232e-01  8.00459936e+00  8.00000000e+00  0.00000000e+00  1.94328577e+00  8.82028636e-03  6.17553882e-03  2.43690124e-01  6.86527425e-05 
 6.63364317e-03  6.63364317e-03  1.31664598e+01  1.38057781e+01  1.31535012e+01  1.84802191e+01  1.25475499e+01  1.33830519e+01  1.28802560e+00  7.04801571e-01  8.00454301e+00  8.00000000e+00  0.00000000e+00  1.93512470e+00  8.01635119e-03  6.18911360e-03  2.31990853e-01  6.20639504e-05 
 6.73364317e-03  6.73364317e-03  1.31039068e+01  1.37433427e+01  1.30965290e+01  1.81439434e+01  1.24835532e+01  1.33154367e+01  1.28204161e+00  7.01809576e-01  8.00447907e+00  8.00000000e+00  0.00000000e+00  1.92580665e+00  7.18017606e-03  6.20355396e-03  2.19820307e-01  5.52842222e-05 
 6.83364317e-03  6.83364317e-03  1.30323107e+01  1.36718659e+01  1.30313902e+01  1.77897618e+01  1.24104400e+01  1.32384287e+01  1.27513076e+00  6.98354148e-01  8.00440603e+00  8.00000000e+00  0.00000000e+00  1.91509106e+00  6.31814764e-03  6.21872548e-03  2.07266076e-01  4.83706077e-05 
 6.93364317e-03  6.93364317e-03  1.29448682e+01  1.35845475e+01  1.29519678e+01  1.74180239e+01  1.23214606e+01  1.31452499e+01  1.26657667e+00  6.94077108e-01  8.00431714e+00  8.00000000e+00  0.00000000e+00  1.90191483e+00  5.38279060e-03  6.23407510e-03  1.94217115e-01  4.09983419e-05 
