epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,3541.2,0.83288,0.41974,0.92824,0.89547,0.8666,0.93037,0.63864,1.32871,0.55621,1.33056,6.88328e-05,6.88328e-05,6.88328e-05
78,3589.7,0.83592,0.42595,0.93327,0.93026,0.85389,0.92695,0.6382,1.32559,0.54652,1.32841,6.60806e-05,6.60806e-05,6.60806e-05
79,3634.92,0.82539,0.41532,0.92516,0.9458,0.837,0.92111,0.63529,1.33054,0.55274,1.3325,6.33284e-05,6.33284e-05,6.33284e-05
80,3680.82,0.8386,0.4221,0.93042,0.94238,0.82928,0.91943,0.63662,1.32461,0.54889,1.33699,6.05762e-05,6.05762e-05,6.05762e-05
80,73.8951,0.83285,0.4542,0.93571,0.89951,0.85216,0.92187,0.63224,1.33779,0.57072,1.36781,6.05762e-05,6.05762e-05,6.05762e-05
81,120.322,0.83925,0.43415,0.9343,0.94135,0.83029,0.9165,0.62461,1.32996,0.55484,1.35874,5.7824e-05,5.7824e-05,5.7824e-05
82,165.761,0.82038,0.41912,0.92676,0.94421,0.83813,0.91995,0.63154,1.32301,0.54598,1.34957,5.50718e-05,5.50718e-05,5.50718e-05
83,211.165,0.80635,0.41052,0.92827,0.94143,0.82899,0.90648,0.62377,1.32984,0.54987,1.36077,5.23196e-05,5.23196e-05,5.23196e-05
84,257.896,0.81681,0.41243,0.93084,0.94608,0.83603,0.91748,0.63164,1.33121,0.55037,1.34788,4.95674e-05,4.95674e-05,4.95674e-05
85,304.235,0.81702,0.41371,0.9327,0.94183,0.83529,0.91888,0.63221,1.3308,0.54661,1.35522,4.68152e-05,4.68152e-05,4.68152e-05
86,350.563,0.80607,0.40799,0.92352,0.94219,0.84702,0.92415,0.63611,1.33238,0.54164,1.35024,4.4063e-05,4.4063e-05,4.4063e-05
87,396.99,0.79038,0.40526,0.91832,0.93582,0.86067,0.93142,0.63901,1.33188,0.53936,1.35128,4.13108e-05,4.13108e-05,4.13108e-05
88,442.95,0.77694,0.39835,0.91474,0.93521,0.8375,0.91683,0.63196,1.33455,0.54134,1.35742,3.85586e-05,3.85586e-05,3.85586e-05
89,489.053,0.79104,0.40655,0.92283,0.93661,0.84272,0.91765,0.6288,1.33561,0.54513,1.35852,3.58064e-05,3.58064e-05,3.58064e-05
90,535.157,0.78236,0.39869,0.92198,0.94002,0.84072,0.91502,0.63414,1.32918,0.54169,1.35136,3.30542e-05,3.30542e-05,3.30542e-05
91,581.517,0.7204,0.35735,0.90254,0.94242,0.82925,0.91995,0.63412,1.33699,0.54283,1.36821,3.0302e-05,3.0302e-05,3.0302e-05
92,626.881,0.71598,0.35565,0.89998,0.94056,0.83559,0.91663,0.63785,1.33695,0.54354,1.37306,2.75498e-05,2.75498e-05,2.75498e-05
93,672.046,0.70422,0.35031,0.89877,0.93931,0.84382,0.91589,0.6374,1.33406,0.53851,1.36868,2.47976e-05,2.47976e-05,2.47976e-05
94,716.864,0.69376,0.34607,0.89619,0.92807,0.84468,0.90959,0.62778,1.33542,0.54698,1.37009,2.20454e-05,2.20454e-05,2.20454e-05
95,761.468,0.69125,0.34597,0.89477,0.93391,0.83354,0.91617,0.63647,1.33803,0.54478,1.36956,1.92932e-05,1.92932e-05,1.92932e-05
96,806.075,0.68934,0.34532,0.8982,0.93551,0.84005,0.91784,0.63606,1.33154,0.54789,1.37093,1.6541e-05,1.6541e-05,1.6541e-05
97,850.817,0.68121,0.34195,0.88974,0.93856,0.83735,0.91617,0.63782,1.33281,0.54416,1.37493,1.37888e-05,1.37888e-05,1.37888e-05
98,895.539,0.68276,0.34531,0.89007,0.94486,0.82969,0.91793,0.63374,1.33367,0.54464,1.37545,1.10366e-05,1.10366e-05,1.10366e-05
99,940.485,0.6838,0.34252,0.88836,0.93887,0.83611,0.91501,0.63338,1.33461,0.54199,1.37706,8.2844e-06,8.2844e-06,8.2844e-06
100,985.749,0.68133,0.34422,0.88821,0.93731,0.83672,0.91721,0.6367,1.33484,0.53986,1.37723,5.5322e-06,5.5322e-06,5.5322e-06
