 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)        
 9.72800000e-03  9.72800000e-03  5.00000000e+00 -1.70071909e-03  1.13703152e+00  5.07528006e-01  3.85552252e+00 -3.87733044e-02 
 9.82800000e-03  9.82800000e-03  5.00000000e+00 -1.07860545e-03  1.13717990e+00  5.07701502e-01  3.85653884e+00 -3.76412085e-02 
 9.92800000e-03  9.92800000e-03  5.00000000e+00 -4.52235051e-04  1.13731746e+00  5.07867935e-01  3.85770658e+00 -3.63613410e-02 
 1.00280000e-02  1.00280000e-02  5.00000000e+00  1.75920113e-04  1.13744366e+00  5.08026650e-01  3.85902104e+00 -3.49388540e-02 
 1.01280000e-02  1.01280000e-02  5.00000000e+00  8.03381001e-04  1.13755799e+00  5.08177027e-01  3.86047671e+00 -3.33796716e-02 
 1.02280000e-02  1.02280000e-02  5.00000000e+00  1.42767131e-03  1.13766001e+00  5.08318479e-01  3.86206776e+00 -3.16900313e-02 
 1.03280000e-02  1.03280000e-02  5.00000000e+00  2.04632726e-03  1.13774930e+00  5.08450455e-01  3.86378762e+00 -2.98768878e-02 
 1.04280000e-02  1.04280000e-02  5.00000000e+00  2.65690728e-03  1.13782551e+00  5.08572441e-01  3.86562944e+00 -2.79474513e-02 
 1.05280000e-02  1.05280000e-02  5.00000000e+00  3.25700171e-03  1.13788835e+00  5.08683965e-01  3.86758570e+00 -2.59095870e-02 
 1.06280000e-02  1.06280000e-02  5.00000000e+00  3.84424223e-03  1.13793755e+00  5.08784596e-01  3.86964866e+00 -2.37713515e-02 
 1.07280000e-02  1.07280000e-02  5.00000000e+00  4.41631129e-03  1.13797291e+00  5.08873945e-01  3.87180997e+00 -2.15413884e-02 
 1.08280000e-02  1.08280000e-02  5.00000000e+00  4.97095119e-03  1.13799431e+00  5.08951672e-01  3.87406112e+00 -1.92284632e-02 
 1.09280000e-02  1.09280000e-02  5.00000000e+00  5.50597301e-03  1.13800165e+00  5.09017478e-01  3.87639308e+00 -1.68418566e-02 
 1.10280000e-02  1.10280000e-02  5.00000000e+00  6.01926528e-03  1.13799490e+00  5.09071114e-01  3.87879672e+00 -1.43908976e-02 
 1.11280000e-02  1.11280000e-02  5.00000000e+00  6.50880225e-03  1.13797408e+00  5.09112379e-01  3.88126245e+00 -1.18853549e-02 
 1.12280000e-02  1.12280000e-02  5.00000000e+00  6.97265196e-03  1.13793928e+00  5.09141120e-01  3.88378068e+00 -9.33497013e-03 
 1.13280000e-02  1.13280000e-02  5.00000000e+00  7.40898379e-03  1.13789063e+00  5.09157233e-01  3.88634143e+00 -6.74984727e-03 
 1.14280000e-02  1.14280000e-02  5.00000000e+00  7.81607575e-03  1.13782832e+00  5.09160664e-01  3.88893479e+00 -4.13998610e-03 
 1.15280000e-02  1.15280000e-02  5.00000000e+00  8.19232123e-03  1.13775260e+00  5.09151415e-01  3.89154774e+00 -1.51846535e-03 
 1.16280000e-02  1.16280000e-02  5.00000000e+00  8.53623536e-03  1.13766376e+00  5.09129528e-01  3.89417647e+00  1.11088422e-03 
 1.17280000e-02  1.17280000e-02  5.00000000e+00  8.84646086e-03  1.13756217e+00  5.09095081e-01  3.89680985e+00  3.73692152e-03 
 1.18280000e-02  1.18280000e-02  5.00000000e+00  9.12177343e-03  1.13744822e+00  5.09048220e-01  3.89943144e+00  6.34323761e-03 
 1.19280000e-02  1.19280000e-02  5.00000000e+00  9.36108653e-03  1.13732237e+00  5.08989144e-01  3.90203482e+00  8.92347908e-03 
 1.20280000e-02  1.20280000e-02  5.00000000e+00  9.56345569e-03  1.13718510e+00  5.08918088e-01  3.90460998e+00  1.14677514e-02 
 1.21280000e-02  1.21280000e-02  5.00000000e+00  9.72808227e-03  1.13703697e+00  5.08835336e-01  3.90714689e+00  1.39661162e-02 
 1.22280000e-02  1.22280000e-02  5.00000000e+00  9.85431655e-03  1.13687856e+00  5.08741216e-01  3.90963584e+00  1.64090463e-02 
 1.23280000e-02  1.23280000e-02  5.00000000e+00  9.94166034e-03  1.13671050e+00  5.08636099e-01  3.91206715e+00  1.87870317e-02 
 1.24280000e-02  1.24280000e-02  5.00000000e+00  9.98976894e-03  1.13653346e+00  5.08520400e-01  3.91443158e+00  2.10910362e-02 
 1.25280000e-02  1.25280000e-02  5.00000000e+00  9.99845249e-03  1.13634814e+00  5.08394573e-01  3.91671992e+00  2.33121038e-02 
 1.26280000e-02  1.26280000e-02  5.00000000e+00  9.96767671e-03  1.13615528e+00  5.08259112e-01  3.91892350e+00  2.54418128e-02 
 1.27280000e-02  1.27280000e-02  5.00000000e+00  9.89756307e-03  1.13595564e+00  5.08114547e-01  3.92103374e+00  2.74718815e-02 
 1.28280000e-02  1.28280000e-02  5.00000000e+00  9.78838826e-03  1.13575000e+00  5.07961443e-01  3.92304264e+00  2.93946202e-02 
 1.29280000e-02  1.29280000e-02  5.00000000e+00  9.64058316e-03  1.13553920e+00  5.07800397e-01  3.92494237e+00  3.12025344e-02 
 1.30280000e-02  1.30280000e-02  5.00000000e+00  9.45473108e-03  1.13532406e+00  5.07632039e-01  3.92672572e+00  3.28887739e-02 
 1.31280000e-02  1.31280000e-02  5.00000000e+00  9.23156550e-03  1.13510544e+00  5.07457025e-01  3.92838570e+00  3.44467345e-02 
 1.32280000e-02  1.32280000e-02  5.00000000e+00  8.97196715e-03  1.13488421e+00  5.07276037e-01  3.92991601e+00  3.58705030e-02 
 1.33280000e-02  1.33280000e-02  5.00000000e+00  8.67696054e-03  1.13466123e+00  5.07089780e-01  3.93131061e+00  3.71544569e-02 
 1.34280000e-02  1.34280000e-02  5.00000000e+00  8.34770994e-03  1.13443740e+00  5.06898980e-01  3.93256417e+00  3.82937061e-02 
 1.35280000e-02  1.35280000e-02  5.00000000e+00  7.98551473e-03  1.13421360e+00  5.06704380e-01  3.93367170e+00  3.92836895e-02 
 1.36280000e-02  1.36280000e-02  5.00000000e+00  7.59180435e-03  1.13399072e+00  5.06506738e-01  3.93462893e+00  4.01206130e-02 
 1.37280000e-02  1.37280000e-02  5.00000000e+00  7.16813258e-03  1.13376963e+00  5.06306826e-01  3.93543197e+00  4.08010439e-02 
 1.38280000e-02  1.38280000e-02  5.00000000e+00  6.71617147e-03  1.13355122e+00  5.06105422e-01  3.93607770e+00  4.13223444e-02 
 1.39280000e-02  1.39280000e-02  5.00000000e+00  6.23770470e-03  1.13333635e+00  5.05903312e-01  3.93656338e+00  4.16822634e-02 
 1.40280000e-02  1.40280000e-02  5.00000000e+00  5.73462056e-03  1.13312586e+00  5.05701287e-01  3.93688710e+00  4.18793657e-02 
 1.41280000e-02  1.41280000e-02  5.00000000e+00  5.20890449e-03  1.13292058e+00  5.05500134e-01  3.93704731e+00  4.19126205e-02 
 1.42280000e-02  1.42280000e-02  5.00000000e+00  4.66263125e-03  1.13272134e+00  5.05300643e-01  3.93704332e+00  4.17818268e-02 
 1.43280000e-02  1.43280000e-02  5.00000000e+00  4.09795674e-03  1.13252890e+00  5.05103594e-01  3.93687486e+00  4.14871980e-02 
 1.44280000e-02  1.44280000e-02  5.00000000e+00  3.51710946e-03  1.13234403e+00  5.04909759e-01  3.93654247e+00  4.10297830e-02 
 1.45280000e-02  1.45280000e-02  5.00000000e+00  2.92238177e-03  1.13216746e+00  5.04719902e-01  3.93604713e+00  4.04110469e-02 
 1.46280000e-02  1.46280000e-02  5.00000000e+00  2.31612076e-03  1.13199988e+00  5.04534767e-01  3.93539065e+00  3.96332879e-02 
 1.47280000e-02  1.47280000e-02  5.00000000e+00  1.70071909e-03  1.13184196e+00  5.04355085e-01  3.93457526e+00  3.86992136e-02 
 1.48280000e-02  1.48280000e-02  5.00000000e+00  1.07860545e-03  1.13169430e+00  5.04181565e-01  3.93360402e+00  3.76123530e-02 
 1.49280000e-02  1.49280000e-02  5.00000000e+00  4.52235051e-04  1.13155750e+00  5.04014894e-01  3.93248040e+00  3.63766289e-02 
 1.50280000e-02  1.50280000e-02  5.00000000e+00 -1.75920113e-04  1.13143208e+00  5.03855731e-01  3.93120868e+00  3.49967649e-02 
