 time            time            v(H1_GATE)      v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         v(N008)         v(N009)         v(N010)         v(N011)         @ddiode7_1[id]  @ddiode7_3[id]  @ddiode7_4[id]  @ddiode7_5[id] 
 5.72874479e-03  5.72874479e-03  1.29534185e+01  1.35793272e+01  1.28902454e+01  2.06596854e+01  1.24812953e+01  1.33425449e+01  1.32968511e+00  7.25631322e-01  1.20004808e+01  1.20000000e+01  0.00000000e+00  1.46404186e+00  1.67384392e-02  4.72125289e-03  3.32648305e-01  1.38863823e-04 
 5.82874479e-03  5.82874479e-03  1.29351066e+01  1.35608106e+01  1.28729871e+01  2.04982710e+01  1.24648498e+01  1.33246174e+01  1.32825567e+00  7.24916601e-01  1.20004644e+01  1.20000000e+01  0.00000000e+00  1.46243150e+00  1.63254072e-02  4.70261047e-03  3.26140789e-01  1.35079154e-04 
 5.92874479e-03  5.92874479e-03  1.29140566e+01  1.35395226e+01  1.28531391e+01  2.03166273e+01  1.24461517e+01  1.33042147e+01  1.32662131e+00  7.24099422e-01  1.20004457e+01  1.20000000e+01  0.00000000e+00  1.46059155e+00  1.58644877e-02  4.67910601e-03  3.18833214e-01  1.30878159e-04 
 6.02874479e-03  6.02874479e-03  1.28900987e+01  1.35152423e+01  1.28304898e+01  2.01149336e+01  1.24251707e+01  1.32813281e+01  1.32477601e+00  7.23176772e-01  1.20004247e+01  1.20000000e+01  0.00000000e+00  1.45851570e+00  1.53583387e-02  4.64938260e-03  3.10725783e-01  1.26291780e-04 
 6.12874479e-03  6.12874479e-03  1.28630073e+01  1.34877541e+01  1.28048270e+01  1.98933888e+01  1.24018871e+01  1.32559018e+01  1.32271427e+00  7.22145902e-01  1.20004015e+01  1.20000000e+01  0.00000000e+00  1.45619828e+00  1.48101868e-02  4.61135672e-03  3.01839418e-01  1.21357290e-04 
 6.22874479e-03  6.22874479e-03  1.28325026e+01  1.34567128e+01  1.27758114e+01  1.96522117e+01  1.23763257e+01  1.32279756e+01  1.32043427e+00  7.21005903e-01  1.20003759e+01  1.20000000e+01  0.00000000e+00  1.45363778e+00  1.42247987e-02  4.56204997e-03  2.92173253e-01  1.16124616e-04 
 6.32874479e-03  6.32874479e-03  1.27982086e+01  1.34217155e+01  1.27430348e+01  1.93916402e+01  1.23485874e+01  1.31976118e+01  1.31794083e+00  7.19759184e-01  1.20003482e+01  1.20000000e+01  0.00000000e+00  1.45084019e+00  1.36087104e-02  4.49668871e-03  2.81745663e-01  1.10660035e-04 
 6.42874479e-03  6.42874479e-03  1.27596266e+01  1.33821447e+01  1.27058668e+01  1.91119315e+01  1.23189447e+01  1.31650873e+01  1.31525447e+00  7.18416002e-01  1.20003186e+01  1.20000000e+01  0.00000000e+00  1.44782905e+00  1.29721352e-02  4.40774660e-03  2.70546613e-01  1.05060049e-04 
 6.52874479e-03  6.52874479e-03  1.27145428e+01  1.33353698e+01  1.26615838e+01  1.88133616e+01  1.22888262e+01  1.31317213e+01  1.31249066e+00  7.17034097e-01  1.20002885e+01  1.20000000e+01  0.00000000e+00  1.44473566e+00  1.23428147e-02  4.25723645e-03  2.58256567e-01  9.95942353e-05 
 6.62874479e-03  6.62874479e-03  1.26642998e+01  1.32827003e+01  1.26114018e+01  1.84962252e+01  1.22589724e+01  1.30983258e+01  1.30974075e+00  7.15659144e-01  1.20002587e+01  1.20000000e+01  0.00000000e+00  1.44165920e+00  1.17453108e-02  4.05343839e-03  2.45359359e-01  9.44381663e-05 
