 time            time            v(N003)        
 1.47760062e+01  1.47760062e+01  7.67464704e-02 
 1.47780062e+01  1.47780062e+01  7.17235106e-02 
 1.47800062e+01  1.47800062e+01  7.39688749e-02 
 1.47820062e+01  1.47820062e+01  6.92166407e-02 
 1.47840062e+01  1.47840062e+01  7.14623673e-02 
 1.47860062e+01  1.47860062e+01  6.69507124e-02 
 1.47880062e+01  1.47880062e+01  6.91929935e-02 
 1.47900062e+01  1.47900062e+01  6.48960966e-02 
 1.47920062e+01  1.47920062e+01  6.71321427e-02 
 1.47940062e+01  1.47940062e+01  6.30277509e-02 
 1.47960062e+01  1.47960062e+01  6.52555537e-02 
 1.47980062e+01  1.47980062e+01  6.13243801e-02 
 1.48000062e+01  1.48000062e+01  6.35425333e-02 
 1.48020062e+01  1.48020062e+01  5.97177998e-02 
 1.48040062e+01  1.48040062e+01  6.19759294e-02 
 1.48060062e+01  1.48060062e+01  5.82971777e-02 
 1.48080062e+01  1.48080062e+01  6.05391435e-02 
 1.48100062e+01  1.48100062e+01  5.69935683e-02 
 1.48120062e+01  1.48120062e+01  5.92196585e-02 
 1.48140062e+01  1.48140062e+01  5.57953091e-02 
 1.48160062e+01  1.48160062e+01  5.80059506e-02 
 1.48180062e+01  1.48180062e+01  5.46922404e-02 
 1.48200062e+01  1.48200062e+01  5.68879550e-02 
 1.48220062e+01  1.48220062e+01  5.36754688e-02 
 1.48240062e+01  1.48240062e+01  5.58568479e-02 
 1.48260062e+01  1.48260062e+01  5.27371809e-02 
 1.48280062e+01  1.48280062e+01  5.49048649e-02 
 1.48300062e+01  1.48300062e+01  5.18704879e-02 
 1.48320062e+01  1.48320062e+01  5.40251510e-02 
 1.48340062e+01  1.48340062e+01  5.10692961e-02 
 1.48360062e+01  1.48360062e+01  5.32116342e-02 
 1.48380062e+01  1.48380062e+01  5.03281990e-02 
 1.48400062e+01  1.48400062e+01  5.24589204e-02 
 1.48420062e+01  1.48420062e+01  4.96423854e-02 
 1.48440062e+01  1.48440062e+01  5.17622039e-02 
 1.48460062e+01  1.48460062e+01  4.90075624e-02 
 1.48480062e+01  1.48480062e+01  5.11171920e-02 
 1.48500062e+01  1.48500062e+01  4.84198900e-02 
 1.48520062e+01  1.48520062e+01  5.05200405e-02 
 1.48540062e+01  1.48540062e+01  4.78759245e-02 
 1.48560062e+01  1.48560062e+01  4.99672991e-02 
 1.48580062e+01  1.48580062e+01  4.73725714e-02 
 1.48600062e+01  1.48600062e+01  4.94558640e-02 
 1.48620062e+01  1.48620062e+01  4.69070434e-02 
 1.48640062e+01  1.48640062e+01  4.89829375e-02 
 1.48660062e+01  1.48660062e+01  4.64768258e-02 
 1.48680062e+01  1.48680062e+01  4.85459929e-02 
 1.48700062e+01  1.48700062e+01  4.60796448e-02 
 1.48720062e+01  1.48720062e+01  4.81427447e-02 
 1.48740062e+01  1.48740062e+01  4.57134417e-02 
 1.48760062e+01  1.48760062e+01  4.77711213e-02 
 1.48780062e+01  1.48780062e+01  4.53763494e-02 
 1.48800062e+01  1.48800062e+01  4.74292433e-02 
 1.48820062e+01  1.48820062e+01  4.50666719e-02 
 1.48840062e+01  1.48840062e+01  4.71154023e-02 
 1.48860062e+01  1.48860062e+01  4.47828673e-02 
 1.48880062e+01  1.48880062e+01  4.68280442e-02 
 1.48900062e+01  1.48900062e+01  4.45235315e-02 
 1.48920062e+01  1.48920062e+01  4.65657534e-02 
 1.48940062e+01  1.48940062e+01  4.42873852e-02 
 1.48960062e+01  1.48960062e+01  4.63272392e-02 
 1.48980062e+01  1.48980062e+01  4.40732613e-02 
 1.49000062e+01  1.49000062e+01  4.61113241e-02 
 1.49020062e+01  1.49020062e+01  4.38800949e-02 
 1.49040062e+01  1.49040062e+01  4.59169330e-02 
 1.49060062e+01  1.49060062e+01  4.37069133e-02 
 1.49080062e+01  1.49080062e+01  4.57430842e-02 
 1.49100062e+01  1.49100062e+01  4.35528280e-02 
 1.49120062e+01  1.49120062e+01  4.55888804e-02 
 1.49140062e+01  1.49140062e+01  4.34170275e-02 
 1.49160062e+01  1.49160062e+01  4.54535020e-02 
 1.49180062e+01  1.49180062e+01  4.32987702e-02 
 1.49200062e+01  1.49200062e+01  4.53362003e-02 
 1.49220062e+01  1.49220062e+01  4.31973789e-02 
 1.49240062e+01  1.49240062e+01  4.52362915e-02 
 1.49260062e+01  1.49260062e+01  4.31122355e-02 
 1.49280062e+01  1.49280062e+01  4.51531517e-02 
 1.49300062e+01  1.49300062e+01  4.30427763e-02 
 1.49320062e+01  1.49320062e+01  4.50862121e-02 
 1.49340062e+01  1.49340062e+01  4.29884878e-02 
 1.49360062e+01  1.49360062e+01  4.50349548e-02 
 1.49380062e+01  1.49380062e+01  4.29489030e-02 
 1.49400062e+01  1.49400062e+01  4.49989091e-02 
 1.49420062e+01  1.49420062e+01  4.29235981e-02 
 1.49440062e+01  1.49440062e+01  4.49776484e-02 
 1.49460062e+01  1.49460062e+01  4.29121895e-02 
 1.49480062e+01  1.49480062e+01  4.49707867e-02 
 1.49500062e+01  1.49500062e+01  4.29143312e-02 
 1.49520062e+01  1.49520062e+01  4.49779763e-02 
 1.49540062e+01  1.49540062e+01  4.29297119e-02 
 1.49560062e+01  1.49560062e+01  4.49989054e-02 
 1.49580062e+01  1.49580062e+01  4.29580537e-02 
 1.49600062e+01  1.49600062e+01  4.50332957e-02 
 1.49620062e+01  1.49620062e+01  4.29991096e-02 
 1.49640062e+01  1.49640062e+01  4.50809007e-02 
 1.49660062e+01  1.49660062e+01  4.30526617e-02 
 1.49680062e+01  1.49680062e+01  4.51415041e-02 
 1.49700062e+01  1.49700062e+01  4.31185203e-02 
 1.49720062e+01  1.49720062e+01  4.52149178e-02 
 1.49740062e+01  1.49740062e+01  4.31965218e-02 
 1.49760062e+01  1.49760062e+01  4.53009812e-02 
 1.49780062e+01  1.49780062e+01  4.32865282e-02 
 1.49800062e+01  1.49800062e+01  4.53995596e-02 
 1.49820062e+01  1.49820062e+01  4.33884254e-02 
 1.49840062e+01  1.49840062e+01  4.55105430e-02 
 1.49860062e+01  1.49860062e+01  4.35021230e-02 
 1.49880062e+01  1.49880062e+01  4.56338458e-02 
 1.49900062e+01  1.49900062e+01  4.36275527e-02 
 1.49920062e+01  1.49920062e+01  4.57694056e-02 
 1.49940062e+01  1.49940062e+01  4.37646684e-02 
 1.49960062e+01  1.49960062e+01  4.59171824e-02 
 1.49980062e+01  1.49980062e+01  4.39134451e-02 
 1.50000062e+01  1.50000062e+01  4.60771586e-02 
 1.50020062e+01  1.50020062e+01  4.40738788e-02 
 1.50040062e+01  1.50040062e+01  4.62493379e-02 
 1.50060062e+01  1.50060062e+01  4.42459857e-02 
 1.50080062e+01  1.50080062e+01  4.64337457e-02 
 1.50100062e+01  1.50100062e+01  4.44298024e-02 
 1.50120062e+01  1.50120062e+01  4.66304281e-02 
 1.50140062e+01  1.50140062e+01  4.46253855e-02 
 1.50160062e+01  1.50160062e+01  4.68394521e-02 
 1.50180062e+01  1.50180062e+01  4.48328114e-02 
 1.50200062e+01  1.50200062e+01  4.70609059e-02 
 1.50220062e+01  1.50220062e+01  4.50521767e-02 
 1.50240062e+01  1.50240062e+01  4.72948980e-02 
 1.50260062e+01  1.50260062e+01  4.52835976e-02 
 1.50280062e+01  1.50280062e+01  4.75415585e-02 
 1.50300062e+01  1.50300062e+01  4.55272108e-02 
 1.50320062e+01  1.50320062e+01  4.78010381e-02 
 1.50340062e+01  1.50340062e+01  4.57831731e-02 
 1.50360062e+01  1.50360062e+01  4.80735094e-02 
 1.50380062e+01  1.50380062e+01  4.60516623e-02 
 1.50400062e+01  1.50400062e+01  4.83591665e-02 
 1.50420062e+01  1.50420062e+01  4.63328771e-02 
 1.50440062e+01  1.50440062e+01  4.86582262e-02 
 1.50460062e+01  1.50460062e+01  4.66270381e-02 
 1.50480062e+01  1.50480062e+01  4.89709278e-02 
 1.50500062e+01  1.50500062e+01  4.69343878e-02 
 1.50520062e+01  1.50520062e+01  4.92975343e-02 
 1.50540062e+01  1.50540062e+01  4.72551919e-02 
 1.50560062e+01  1.50560062e+01  4.96383330e-02 
 1.50580062e+01  1.50580062e+01  4.75897396e-02 
 1.50600062e+01  1.50600062e+01  4.99936363e-02 
 1.50620062e+01  1.50620062e+01  4.79383449e-02 
 1.50640062e+01  1.50640062e+01  5.03637829e-02 
 1.50660062e+01  1.50660062e+01  4.83013472e-02 
 1.50680062e+01  1.50680062e+01  5.07491384e-02 
 1.50700062e+01  1.50700062e+01  4.86791126e-02 
 1.50720062e+01  1.50720062e+01  5.11500971e-02 
 1.50740062e+01  1.50740062e+01  4.90720351e-02 
 1.50760062e+01  1.50760062e+01  5.15670829e-02 
 1.50780062e+01  1.50780062e+01  4.94805383e-02 
 1.50800062e+01  1.50800062e+01  5.20005510e-02 
 1.50820062e+01  1.50820062e+01  4.99050760e-02 
 1.50840062e+01  1.50840062e+01  5.24509896e-02 
 1.50860062e+01  1.50860062e+01  5.03461351e-02 
 1.50880062e+01  1.50880062e+01  5.29189214e-02 
 1.50900062e+01  1.50900062e+01  5.08042363e-02 
 1.50920062e+01  1.50920062e+01  5.34049059e-02 
 1.50940062e+01  1.50940062e+01  5.12799368e-02 
 1.50960062e+01  1.50960062e+01  5.39095413e-02 
 1.50980062e+01  1.50980062e+01  5.17738322e-02 
 1.51000062e+01  1.51000062e+01  5.44334674e-02 
 1.51020062e+01  1.51020062e+01  5.22865589e-02 
 1.51040062e+01  1.51040062e+01  5.49773673e-02 
 1.51060062e+01  1.51060062e+01  5.28187970e-02 
 1.51080062e+01  1.51080062e+01  5.55419713e-02 
 1.51100062e+01  1.51100062e+01  5.33712728e-02 
 1.51120062e+01  1.51120062e+01  5.61280594e-02 
 1.51140062e+01  1.51140062e+01  5.39447625e-02 
 1.51160062e+01  1.51160062e+01  5.67364647e-02 
 1.51180062e+01  1.51180062e+01  5.45400950e-02 
 1.51200062e+01  1.51200062e+01  5.73680778e-02 
 1.51220062e+01  1.51220062e+01  5.51581564e-02 
 1.51240062e+01  1.51240062e+01  5.80238501e-02 
 1.51260062e+01  1.51260062e+01  5.57998937e-02 
 1.51280062e+01  1.51280062e+01  5.87047993e-02 
 1.51300062e+01  1.51300062e+01  5.64663198e-02 
 1.51320062e+01  1.51320062e+01  5.94120135e-02 
 1.51340062e+01  1.51340062e+01  5.71585182e-02 
 1.51360062e+01  1.51360062e+01  6.01466577e-02 
 1.51380062e+01  1.51380062e+01  5.78776490e-02 
 1.51400062e+01  1.51400062e+01  6.09099788e-02 
 1.51420062e+01  1.51420062e+01  5.86249548e-02 
 1.51440062e+01  1.51440062e+01  6.17033135e-02 
 1.51460062e+01  1.51460062e+01  5.94017677e-02 
 1.51480062e+01  1.51480062e+01  6.25280947e-02 
 1.51500062e+01  1.51500062e+01  6.02095167e-02 
 1.51520062e+01  1.51520062e+01  6.33858606e-02 
 1.51540062e+01  1.51540062e+01  6.10497360e-02 
 1.51560062e+01  1.51560062e+01  6.42782631e-02 
 1.51580062e+01  1.51580062e+01  6.19240746e-02 
 1.51600062e+01  1.51600062e+01  6.52070785e-02 
 1.51620062e+01  1.51620062e+01  6.28343062e-02 
 1.51640062e+01  1.51640062e+01  6.61742183e-02 
 1.51660062e+01  1.51660062e+01  6.37823411e-02 
 1.51680062e+01  1.51680062e+01  6.71817421e-02 
 1.51700062e+01  1.51700062e+01  6.47702384e-02 
 1.51720062e+01  1.51720062e+01  6.82318713e-02 
 1.51740062e+01  1.51740062e+01  6.58002207e-02 
 1.51760062e+01  1.51760062e+01  6.93270050e-02 
 1.51780062e+01  1.51780062e+01  6.68746900e-02 
 1.51800062e+01  1.51800062e+01  7.04697373e-02 
 1.51820062e+01  1.51820062e+01  6.79962454e-02 
 1.51840062e+01  1.51840062e+01  7.16628770e-02 
 1.51860062e+01  1.51860062e+01  6.91677034e-02 
 1.51880062e+01  1.51880062e+01  7.29094696e-02 
 1.51900062e+01  1.51900062e+01  7.03921203e-02 
 1.51920062e+01  1.51920062e+01  7.42128226e-02 
 1.51940062e+01  1.51940062e+01  7.16728180e-02 
 1.51960062e+01  1.51960062e+01  7.55765331e-02 
 1.51980062e+01  1.51980062e+01  7.30134129e-02 
 1.52000062e+01  1.52000062e+01  7.70045200e-02 
 1.52020062e+01  1.52020062e+01  7.44178485e-02 
 1.52040062e+01  1.52040062e+01  7.85010602e-02 
 1.52060062e+01  1.52060062e+01  7.58904326e-02 
 1.52080062e+01  1.52080062e+01  8.00708298e-02 
 1.52100062e+01  1.52100062e+01  7.74358804e-02 
 1.52120062e+01  1.52120062e+01  8.17189511e-02 
 1.52140062e+01  1.52140062e+01  7.90593625e-02 
 1.52160062e+01  1.52160062e+01  8.34510466e-02 
 1.52180062e+01  1.52180062e+01  8.07665611e-02 
 1.52200062e+01  1.52200062e+01  8.52733010e-02 
 1.52220062e+01  1.52220062e+01  8.25637340e-02 
 1.52240062e+01  1.52240062e+01  8.71925324e-02 
 1.52260062e+01  1.52260062e+01  8.44577892e-02 
 1.52280062e+01  1.52280062e+01  8.92162755e-02 
 1.52300062e+01  1.52300062e+01  8.64563703e-02 
 1.52320062e+01  1.52320062e+01  9.13528768e-02 
 1.52340062e+01  1.52340062e+01  8.85679570e-02 
 1.52360062e+01  1.52360062e+01  9.36116065e-02 
 1.52380062e+01  1.52380062e+01  9.08019816e-02 
 1.52400062e+01  1.52400062e+01  9.60027899e-02 
 1.52420062e+01  1.52420062e+01  9.31689660e-02 
 1.52440062e+01  1.52440062e+01  9.85379599e-02 
 1.52460062e+01  1.52460062e+01  9.56806830e-02 
 1.52480062e+01  1.52480062e+01  1.01230039e-01 
 1.52500062e+01  1.52500062e+01  9.83503468e-02 
 1.52520062e+01  1.52520062e+01  1.04093554e-01 
 1.52540062e+01  1.52540062e+01  1.01192840e-01 
 1.52560062e+01  1.52560062e+01  1.07144892e-01 
 1.52580062e+01  1.52580062e+01  1.04224985e-01 
 1.52600062e+01  1.52600062e+01  1.10402606e-01 
 1.52620062e+01  1.52620062e+01  1.07465866e-01 
 1.52640062e+01  1.52640062e+01  1.13887785e-01 
 1.52660062e+01  1.52660062e+01  1.10937229e-01 
 1.52680062e+01  1.52680062e+01  1.17737323e-01 
 1.52700062e+01  1.52700062e+01  1.14665916e-01 
 1.52720062e+01  1.52720062e+01  1.21762708e-01 
 1.52740062e+01  1.52740062e+01  1.18676954e-01 
 1.52760062e+01  1.52760062e+01  1.26100266e-01 
 1.52780062e+01  1.52780062e+01  1.23005050e-01 
 1.52800062e+01  1.52800062e+01  1.30787042e-01 
 1.52820062e+01  1.52820062e+01  1.27688590e-01 
 1.52840062e+01  1.52840062e+01  1.35866191e-01 
 1.52860062e+01  1.52860062e+01  1.32772417e-01 
 1.52880062e+01  1.52880062e+01  1.41388284e-01 
 1.52900062e+01  1.52900062e+01  1.38309247e-01 
 1.52920062e+01  1.52920062e+01  1.47412977e-01 
 1.52940062e+01  1.52940062e+01  1.44361470e-01 
 1.52960062e+01  1.52960062e+01  1.54011136e-01 
 1.52980062e+01  1.52980062e+01  1.51003470e-01 
 1.53000062e+01  1.53000062e+01  1.61267603e-01 
 1.53020062e+01  1.53020062e+01  1.58324650e-01 
 1.53040062e+01  1.53040062e+01  1.69284811e-01 
 1.53060062e+01  1.53060062e+01  1.66433412e-01 
 1.53080062e+01  1.53080062e+01  1.78187585e-01 
 1.53100062e+01  1.53100062e+01  1.75462479e-01 
 1.53120062e+01  1.53120062e+01  1.88129610e-01 
 1.53140062e+01  1.53140062e+01  1.85576101e-01 
 1.53160062e+01  1.53160062e+01  1.99302268e-01 
 1.53180062e+01  1.53180062e+01  1.96979994e-01 
 1.53200062e+01  1.53200062e+01  2.11946937e-01 
 1.53220062e+01  1.53220062e+01  2.09935267e-01 
 1.53240062e+01  1.53240062e+01  2.26372442e-01 
 1.53260062e+01  1.53260062e+01  2.24778375e-01 
 1.53280062e+01  1.53280062e+01  2.42980343e-01 
 1.53300062e+01  1.53300062e+01  2.41950331e-01 
 1.53320062e+01  1.53320062e+01  2.62302538e-01 
 1.53340062e+01  1.53340062e+01  2.62040643e-01 
 1.53360062e+01  1.53360062e+01  2.85058745e-01 
 1.53380062e+01  1.53380062e+01  2.85855361e-01 
 1.53400062e+01  1.53400062e+01  3.12247329e-01 
 1.53420062e+01  1.53420062e+01  3.14526249e-01 
 1.53440062e+01  1.53440062e+01  3.45294457e-01 
 1.53460062e+01  1.53460062e+01  3.49693180e-01 
 1.53480062e+01  1.53480062e+01  3.86310454e-01 
 1.53500062e+01  1.53500062e+01  3.94337071e-01 
 1.53520062e+01  1.53520062e+01  4.38557245e-01 
 1.53540062e+01  1.53540062e+01  4.51748166e-01 
 1.53560062e+01  1.53560062e+01  5.07350923e-01 
 1.53580062e+01  1.53580062e+01  5.28910969e-01 
 1.53600062e+01  1.53600062e+01  6.01986585e-01 
 1.53620062e+01  1.53620062e+01  6.38071909e-01 
 1.53640062e+01  1.53640062e+01  7.40309663e-01 
 1.53660062e+01  1.53660062e+01  8.04210612e-01 
 1.53680062e+01  1.53680062e+01  9.61468424e-01 
 1.53700062e+01  1.53700062e+01  1.08736593e+00 
 1.53720062e+01  1.53720062e+01  1.37115565e+00 
 1.53740062e+01  1.53740062e+01  1.67717690e+00 
 1.53760062e+01  1.53760062e+01  2.38685343e+00 
 1.53780062e+01  1.53780062e+01  3.64844132e+00 
 1.53800062e+01  1.53800062e+01  9.05534787e+00 
 1.53814011e+01  1.53814011e+01  1.14989537e+01 
 1.53829976e+01  1.53829976e+01  1.14991549e+01 
 1.53847907e+01  1.53847907e+01  1.14989538e+01 
 1.53865462e+01  1.53865462e+01  1.14991549e+01 
 1.53885462e+01  1.53885462e+01  1.14989538e+01 
 1.53905462e+01  1.53905462e+01  1.14991549e+01 
 1.53925462e+01  1.53925462e+01  1.14989538e+01 
 1.53945462e+01  1.53945462e+01  1.14991549e+01 
 1.53965462e+01  1.53965462e+01  1.14989539e+01 
 1.53985462e+01  1.53985462e+01  1.14991549e+01 
 1.54005462e+01  1.54005462e+01  1.14989539e+01 
 1.54025462e+01  1.54025462e+01  1.14991550e+01 
 1.54045462e+01  1.54045462e+01  1.14989539e+01 
 1.54065462e+01  1.54065462e+01  1.14991550e+01 
 1.54085462e+01  1.54085462e+01  1.14989540e+01 
 1.54105462e+01  1.54105462e+01  1.14991550e+01 
 1.54125462e+01  1.54125462e+01  1.14989540e+01 
 1.54145462e+01  1.54145462e+01  1.14991550e+01 
 1.54165462e+01  1.54165462e+01  1.14989540e+01 
 1.54185462e+01  1.54185462e+01  1.14991550e+01 
 1.54205462e+01  1.54205462e+01  1.14989540e+01 
 1.54225462e+01  1.54225462e+01  1.14991550e+01 
 1.54245462e+01  1.54245462e+01  1.14989541e+01 
 1.54265462e+01  1.54265462e+01  1.14991550e+01 
 1.54285462e+01  1.54285462e+01  1.14989541e+01 
 1.54305462e+01  1.54305462e+01  1.14991550e+01 
 1.54325462e+01  1.54325462e+01  1.14989541e+01 
 1.54345462e+01  1.54345462e+01  1.14991551e+01 
 1.54365462e+01  1.54365462e+01  1.14989541e+01 
 1.54385462e+01  1.54385462e+01  1.14991551e+01 
 1.54405462e+01  1.54405462e+01  1.14989542e+01 
 1.54425462e+01  1.54425462e+01  1.14991551e+01 
 1.54445462e+01  1.54445462e+01  1.14989542e+01 
 1.54465462e+01  1.54465462e+01  1.14991551e+01 
 1.54485462e+01  1.54485462e+01  1.14989542e+01 
 1.54505462e+01  1.54505462e+01  1.14991551e+01 
 1.54525462e+01  1.54525462e+01  1.14989542e+01 
 1.54545462e+01  1.54545462e+01  1.14991551e+01 
 1.54565462e+01  1.54565462e+01  1.14989543e+01 
 1.54585462e+01  1.54585462e+01  1.14991551e+01 
 1.54605462e+01  1.54605462e+01  1.14989543e+01 
 1.54625462e+01  1.54625462e+01  1.14991551e+01 
 1.54645462e+01  1.54645462e+01  1.14989543e+01 
 1.54665462e+01  1.54665462e+01  1.14991551e+01 
 1.54681827e+01  1.54681827e+01  4.47027676e+00 
 1.54691899e+01  1.54691899e+01  2.85666012e+00 
 1.54701232e+01  1.54701232e+01  2.20052931e+00 
 1.54714192e+01  1.54714192e+01  1.59651057e+00 
 1.54729593e+01  1.54729593e+01  1.23887551e+00 
 1.54749593e+01  1.54749593e+01  9.18634690e-01 
 1.54769593e+01  1.54769593e+01  7.49742096e-01 
 1.54789593e+01  1.54789593e+01  6.09226015e-01 
 1.54809593e+01  1.54809593e+01  5.29140688e-01 
 1.54829593e+01  1.54829593e+01  4.50149852e-01 
 1.54849593e+01  1.54849593e+01  4.04846935e-01 
 1.54869593e+01  1.54869593e+01  3.54168062e-01 
 1.54889593e+01  1.54889593e+01  3.25787386e-01 
 1.54909593e+01  1.54909593e+01  2.90468379e-01 
 1.54929593e+01  1.54929593e+01  2.71474874e-01 
 1.54949593e+01  1.54949593e+01  2.45417849e-01 
 1.54969593e+01  1.54969593e+01  2.32112671e-01 
 1.54989593e+01  1.54989593e+01  2.12068632e-01 
 1.55009593e+01  1.55009593e+01  2.02437163e-01 
 1.55029593e+01  1.55029593e+01  1.86515994e-01 
 1.55049593e+01  1.55049593e+01  1.79374280e-01 
 1.55069593e+01  1.55069593e+01  1.66401594e-01 
 1.55089593e+01  1.55089593e+01  1.61012210e-01 
 1.55109593e+01  1.55109593e+01  1.50219987e-01 
 1.55129593e+01  1.55129593e+01  1.46102044e-01 
 1.55149593e+01  1.55149593e+01  1.36966980e-01 
 1.55169593e+01  1.55169593e+01  1.33794987e-01 
 1.55189593e+01  1.55189593e+01  1.25948319e-01 
 1.55209593e+01  1.55209593e+01  1.23380932e-01 
 1.55229593e+01  1.55229593e+01  1.16669425e-01 
 1.55249593e+01  1.55249593e+01  1.14689532e-01 
 1.55269593e+01  1.55269593e+01  1.08769307e-01 
 1.55289593e+01  1.55289593e+01  1.07248737e-01 
 1.55309593e+01  1.55309593e+01  1.01978438e-01 
 1.55329593e+01  1.55329593e+01  1.00822035e-01 
 1.55349593e+01  1.55349593e+01  9.60918935e-02 
 1.55369593e+01  1.55369593e+01  9.52277802e-02 
 1.55389593e+01  1.55389593e+01  9.09512954e-02 
 1.55409593e+01  1.55409593e+01  9.03243508e-02 
 1.55429593e+01  1.55429593e+01  8.64324588e-02 
 1.55449593e+01  1.55449593e+01  8.59998412e-02 
 1.55469593e+01  1.55469593e+01  8.24367499e-02 
 1.55489593e+01  1.55489593e+01  8.21647617e-02 
 1.55509593e+01  1.55509593e+01  7.88849207e-02 
 1.55529593e+01  1.55529593e+01  7.87467717e-02 
 1.55549593e+01  1.55549593e+01  7.56462672e-02 
 1.55569593e+01  1.55569593e+01  7.56880877e-02 
 1.55589593e+01  1.55589593e+01  7.28095976e-02 
 1.55609593e+01  1.55609593e+01  7.29372559e-02 
 1.55629593e+01  1.55629593e+01  7.02547560e-02 
 1.55649593e+01  1.55649593e+01  7.04555043e-02 
 1.55669593e+01  1.55669593e+01  6.79456771e-02 
 1.55689593e+01  1.55689593e+01  6.82090391e-02 
 1.55709593e+01  1.55709593e+01  6.58521084e-02 
 1.55729593e+01  1.55729593e+01  6.61693975e-02 
 1.55749593e+01  1.55749593e+01  6.39484822e-02 
 1.55769593e+01  1.55769593e+01  6.43124546e-02 
 1.55789593e+01  1.55789593e+01  6.22130583e-02 
 1.55809593e+01  1.55809593e+01  6.26176416e-02 
 1.55829593e+01  1.55829593e+01  6.06272468e-02 
 1.55849593e+01  1.55849593e+01  6.10673261e-02 
 1.55869593e+01  1.55869593e+01  5.91750673e-02 
 1.55889593e+01  1.55889593e+01  5.96463158e-02 
 1.55909593e+01  1.55909593e+01  5.78427161e-02 
 1.55929593e+01  1.55929593e+01  5.83414590e-02 
 1.55949593e+01  1.55949593e+01  5.66182146e-02 
 1.55969593e+01  1.55969593e+01  5.71413196e-02 
 1.55989593e+01  1.55989593e+01  5.54911241e-02 
 1.56009593e+01  1.56009593e+01  5.60359125e-02 
 1.56029593e+01  1.56029593e+01  5.44523109e-02 
 1.56049593e+01  1.56049593e+01  5.50164857e-02 
 1.56069593e+01  1.56069593e+01  5.34937536e-02 
 1.56089593e+01  1.56089593e+01  5.40753397e-02 
 1.56109593e+01  1.56109593e+01  5.26083825e-02 
 1.56129593e+01  1.56129593e+01  5.32056780e-02 
 1.56149593e+01  1.56149593e+01  5.17899466e-02 
 1.56169593e+01  1.56169593e+01  5.24014820e-02 
 1.56189593e+01  1.56189593e+01  5.10329009e-02 
 1.56209593e+01  1.56209593e+01  5.16574058e-02 
 1.56229593e+01  1.56229593e+01  5.03323129e-02 
 1.56249593e+01  1.56249593e+01  5.09686876e-02 
 1.56269593e+01  1.56269593e+01  4.96837828e-02 
 1.56289593e+01  1.56289593e+01  5.03310743e-02 
 1.56309593e+01  1.56309593e+01  4.90833756e-02 
 1.56329593e+01  1.56329593e+01  4.97407581e-02 
 1.56349593e+01  1.56349593e+01  4.85275637e-02 
 1.56369593e+01  1.56369593e+01  4.91943216e-02 
 1.56389593e+01  1.56389593e+01  4.80131774e-02 
 1.56409593e+01  1.56409593e+01  4.86886910e-02 
 1.56429593e+01  1.56429593e+01  4.75373630e-02 
 1.56449593e+01  1.56449593e+01  4.82210961e-02 
 1.56469593e+01  1.56469593e+01  4.70975454e-02 
 1.56489593e+01  1.56489593e+01  4.77890354e-02 
 1.56509593e+01  1.56509593e+01  4.66913975e-02 
 1.56529593e+01  1.56529593e+01  4.73902459e-02 
 1.56549593e+01  1.56549593e+01  4.63168122e-02 
 1.56569593e+01  1.56569593e+01  4.70226773e-02 
 1.56589593e+01  1.56589593e+01  4.59718786e-02 
 1.56609593e+01  1.56609593e+01  4.66844689e-02 
 1.56629593e+01  1.56629593e+01  4.56548617e-02 
 1.56649593e+01  1.56649593e+01  4.63739301e-02 
 1.56669593e+01  1.56669593e+01  4.53641835e-02 
 1.56689593e+01  1.56689593e+01  4.60895224e-02 
 1.56709593e+01  1.56709593e+01  4.50984079e-02 
 1.56729593e+01  1.56729593e+01  4.58298450e-02 
 1.56749593e+01  1.56749593e+01  4.48562259e-02 
 1.56769593e+01  1.56769593e+01  4.55936205e-02 
 1.56789593e+01  1.56789593e+01  4.46364438e-02 
 1.56809593e+01  1.56809593e+01  4.53796835e-02 
 1.56829593e+01  1.56829593e+01  4.44379720e-02 
 1.56849593e+01  1.56849593e+01  4.51869701e-02 
 1.56869593e+01  1.56869593e+01  4.42598155e-02 
 1.56889593e+01  1.56889593e+01  4.50145084e-02 
 1.56909593e+01  1.56909593e+01  4.41010654e-02 
 1.56929593e+01  1.56929593e+01  4.48614106e-02 
 1.56949593e+01  1.56949593e+01  4.39608912e-02 
 1.56969593e+01  1.56969593e+01  4.47268653e-02 
 1.56989593e+01  1.56989593e+01  4.38385341e-02 
 1.57009593e+01  1.57009593e+01  4.46101313e-02 
 1.57029593e+01  1.57029593e+01  4.37333008e-02 
 1.57049593e+01  1.57049593e+01  4.45105316e-02 
 1.57069593e+01  1.57069593e+01  4.36445587e-02 
 1.57089593e+01  1.57089593e+01  4.44274483e-02 
 1.57109593e+01  1.57109593e+01  4.35717305e-02 
 1.57129593e+01  1.57129593e+01  4.43603182e-02 
 1.57149593e+01  1.57149593e+01  4.35142900e-02 
 1.57169593e+01  1.57169593e+01  4.43086281e-02 
 1.57189593e+01  1.57189593e+01  4.34717588e-02 
 1.57209593e+01  1.57209593e+01  4.42719115e-02 
 1.57229593e+01  1.57229593e+01  4.34437022e-02 
 1.57249593e+01  1.57249593e+01  4.42497456e-02 
 1.57269593e+01  1.57269593e+01  4.34297266e-02 
 1.57289593e+01  1.57289593e+01  4.42417474e-02 
 1.57309593e+01  1.57309593e+01  4.34294765e-02 
 1.57329593e+01  1.57329593e+01  4.42475719e-02 
